Invoice ID,Claim ID,Invoice Date,Due Date,Amount,Status
355,355,2023-03-01,2023-07-16,188.45,Overdue
359,359,2023-01-27,2023-09-20,673.64,Unpaid
361,361,2023-07-07,2023-09-02,2182.64,Overdue
367,367,2023-04-21,2023-05-03,53.21,Overdue
371,371,2023-05-14,2023-09-21,809.52,Unpaid
376,376,2023-01-02,2023-09-08,3813.96,Overdue
383,383,2023-08-03,2023-09-06,4252.26,Overdue
389,389,2023-08-24,2023-09-20,4323.73,Paid
394,394,2023-11-27,2023-05-23,982.08,Unpaid
398,398,2023-08-22,2023-06-25,1873.01,Overdue
400,400,2023-06-04,2023-06-23,4049.94,Overdue
413,413,2023-06-16,2023-04-06,3909.09,Unpaid
422,422,2023-01-27,2023-09-09,786.61,Paid
432,432,2023-01-18,2023-08-10,1152.59,Unpaid
438,438,2023-01-23,2023-02-22,3820.94,Unpaid
439,439,2023-04-22,2023-10-01,218.93,Unpaid
443,443,2023-02-09,2023-03-01,2934.11,Unpaid
446,446,2023-06-12,2023-07-22,3014.39,Unpaid
454,454,2023-10-13,2023-02-28,2392.75,Unpaid
466,466,2023-06-18,2023-05-17,3613.75,Unpaid
467,467,2023-11-21,2023-05-05,1083.86,Overdue
473,473,2023-12-17,2023-07-05,4762.17,Overdue
477,477,2023-01-03,2023-03-05,4689.65,Overdue
487,487,2023-08-01,2023-07-13,1330.57,Overdue
491,491,2023-09-15,2023-02-26,4770.44,Overdue
501,501,2023-03-02,2023-11-03,1731.17,Paid
505,505,2023-07-24,2023-03-23,3860.77,Unpaid
513,513,2023-09-17,2023-05-22,930.87,Overdue
514,514,2023-05-26,2023-03-17,4066.42,Overdue
515,515,2023-08-07,2023-07-14,781.68,Unpaid
518,518,2023-06-28,2023-01-27,663.02,Unpaid
523,523,2023-02-05,2023-01-01,3931.13,Paid
535,535,2023-01-07,2023-01-10,4642.96,Overdue
537,537,2023-07-21,2023-05-26,2835.33,Unpaid
547,547,2023-02-20,2023-09-23,2184.48,Unpaid
548,548,2023-07-14,2023-01-07,2385.21,Overdue
560,560,2023-10-23,2023-05-21,2521.4,Overdue
570,570,2023-04-23,2023-05-16,2882.47,Overdue
573,573,2023-04-02,2023-05-22,3728.8,Overdue
585,585,2023-08-25,2023-09-24,375.01,Overdue
598,598,2023-06-24,2023-07-16,3339.59,Paid
600,600,2023-08-03,2023-01-10,1079.46,Overdue
615,615,2023-01-25,2023-12-02,3749.84,Overdue
618,618,2023-02-24,2023-10-16,533.45,Overdue
626,626,2023-07-11,2023-08-03,824.26,Overdue
627,627,2023-06-16,2023-01-13,1165.92,Paid
646,646,2023-02-19,2023-10-10,3441.1,Unpaid
656,656,2023-05-22,2023-12-07,4037.31,Overdue
661,661,2023-07-18,2023-05-05,1216.65,Overdue
662,662,2023-03-11,2023-08-06,2992.3,Overdue
666,666,2023-02-16,2023-10-15,3525.71,Overdue
667,667,2023-09-26,2023-09-15,1022.22,Overdue
672,672,2023-10-22,2023-01-27,3714.71,Unpaid
673,673,2023-05-14,2023-06-28,717.07,Unpaid
681,681,2023-08-10,2023-12-01,4936.61,Unpaid
682,682,2023-11-04,2023-10-25,480.68,Overdue
693,693,2023-12-05,2023-02-05,4781.71,Unpaid
694,694,2023-03-20,2023-09-08,3406.52,Unpaid
696,696,2023-05-01,2023-11-17,3687.43,Unpaid
717,717,2023-10-13,2023-07-21,2324.84,Overdue
722,722,2023-02-01,2023-04-24,4977.12,Paid
724,724,2023-08-24,2023-07-13,3710.66,Paid
726,726,2023-09-28,2023-06-22,3865.8,Paid
729,729,2023-05-18,2023-02-04,685.8,Paid
736,736,2023-08-02,2023-04-09,4700.77,Unpaid
746,746,2023-09-16,2023-10-15,2561.12,Overdue
748,748,2023-10-16,2023-07-03,4691.0,Unpaid
750,750,2023-11-05,2023-06-28,579.29,Overdue
753,753,2023-02-23,2023-09-16,4052.91,Unpaid
758,758,2023-10-09,2023-01-12,986.81,Paid
759,759,2023-04-07,2023-03-17,1786.46,Overdue
762,762,2023-07-13,2023-07-21,2060.14,Unpaid
769,769,2023-02-08,2023-09-11,2978.21,Overdue
775,775,2023-08-14,2023-12-16,3860.09,Paid
784,784,2023-04-04,2023-12-12,4752.36,Paid
790,790,2023-09-04,2023-11-06,1229.1,Paid
794,794,2023-07-01,2023-09-05,394.09,Paid
799,799,2023-01-20,2023-05-11,2691.74,Overdue
800,800,2023-12-22,2023-07-22,2527.11,Overdue
804,804,2023-05-04,2023-08-02,63.18,Paid
813,813,2023-12-06,2023-12-13,324.16,Overdue
816,816,2023-01-06,2023-03-20,231.43,Unpaid
827,827,2023-07-20,2023-08-24,3543.08,Paid
829,829,2023-07-12,2023-05-24,673.02,Paid
833,833,2023-05-28,2023-02-25,4582.58,Unpaid
842,842,2023-04-13,2023-04-02,429.86,Unpaid
852,852,2023-08-04,2023-04-05,2488.37,Paid
854,854,2023-04-01,2023-07-15,62.24,Overdue
857,857,2023-09-17,2023-11-14,2493.47,Unpaid
864,864,2023-04-26,2023-12-14,2423.56,Paid
866,866,2023-08-01,2023-01-24,650.88,Paid
890,890,2023-04-19,2023-05-20,1558.36,Overdue
895,895,2023-01-22,2023-01-18,3920.95,Overdue
901,901,2023-08-22,2023-03-03,3323.04,Paid
902,902,2023-07-06,2023-06-28,137.3,Overdue
908,908,2023-09-17,2023-11-10,1361.38,Paid
910,910,2023-01-17,2023-04-26,269.76,Unpaid
914,914,2023-11-20,2023-08-02,774.35,Unpaid
916,916,2023-12-21,2023-10-10,4634.82,Paid
919,919,2023-07-20,2023-08-23,1209.06,Overdue
920,920,2023-03-17,2023-12-19,3878.43,Unpaid
923,923,2023-09-13,2023-11-23,694.42,Overdue
930,930,2023-12-06,2023-09-02,1857.58,Unpaid
932,932,2023-03-19,2023-01-06,2304.78,Paid
933,933,2023-01-19,2023-04-26,4156.58,Paid
935,935,2023-12-22,2023-04-15,2700.79,Unpaid
936,936,2023-01-11,2023-05-20,885.42,Overdue
950,950,2023-04-09,2023-04-22,1066.98,Overdue
953,953,2023-04-20,2023-02-06,2504.96,Unpaid
955,955,2023-02-05,2023-08-26,1564.3,Unpaid
960,960,2023-02-21,2023-01-01,95.61,Paid
968,968,2023-09-27,2023-10-11,2008.91,Paid
969,969,2023-10-16,2023-07-18,1838.1,Overdue
971,971,2023-06-09,2023-03-25,4298.58,Overdue
975,975,2023-05-06,2023-01-10,2581.5,Paid
976,976,2023-04-12,2023-07-09,86.76,Paid
985,985,2023-06-11,2023-05-20,1208.06,Overdue
987,987,2023-09-14,2023-07-17,2667.76,Overdue
996,996,2023-09-14,2023-02-24,3137.55,Paid
1001,1001,2023-06-11,2023-07-15,1398.44,Overdue
1003,1003,2023-08-07,2023-07-15,1031.82,Unpaid
1004,1004,2023-11-18,2023-04-03,865.86,Unpaid
1014,1014,2023-07-10,2023-03-07,4546.13,Paid
1019,1019,2023-07-17,2023-11-22,1413.04,Overdue
1021,1021,2023-02-22,2023-01-25,1048.5,Overdue
1024,1024,2023-11-19,2023-05-16,4637.09,Unpaid
1025,1025,2023-08-17,2023-12-02,3581.2,Unpaid
1031,1031,2023-02-28,2023-05-02,1018.18,Paid
1032,1032,2023-05-11,2023-05-28,4816.17,Unpaid
1033,1033,2023-08-16,2023-04-21,2494.18,Unpaid
1046,1046,2023-12-09,2023-12-03,3605.56,Unpaid
1062,1062,2023-06-19,2023-06-12,1441.86,Unpaid
1067,1067,2023-07-22,2023-10-26,3476.87,Paid
1071,1071,2023-08-19,2023-06-20,398.53,Unpaid
1073,1073,2023-08-16,2023-12-16,4733.19,Overdue
1078,1078,2023-01-04,2023-04-23,4171.4,Overdue
1079,1079,2023-02-25,2023-05-22,464.6,Unpaid
1094,1094,2023-06-02,2023-04-16,771.15,Paid
1096,1096,2023-04-27,2023-09-22,3138.01,Paid
1101,1101,2023-09-05,2023-11-23,1321.87,Paid
1104,1104,2023-10-08,2023-07-22,3779.85,Overdue
1106,1106,2023-11-25,2023-07-02,2826.78,Overdue
1108,1108,2023-08-07,2023-02-20,1207.92,Paid
1117,1117,2023-04-06,2023-07-19,2623.21,Unpaid
1123,1123,2023-11-22,2023-07-04,2219.81,Unpaid
1126,1126,2023-11-28,2023-08-02,1521.79,Paid
1129,1129,2023-12-22,2023-01-07,907.6,Overdue
1138,1138,2023-04-02,2023-02-15,4902.91,Overdue
1147,1147,2023-04-14,2023-12-17,1182.84,Unpaid
1151,1151,2023-05-02,2023-03-23,4615.09,Overdue
1152,1152,2023-08-17,2023-06-09,4141.19,Unpaid
1154,1154,2023-04-04,2023-05-13,3357.08,Paid
1157,1157,2023-11-14,2023-10-08,315.41,Overdue
1163,1163,2023-12-03,2023-06-11,3698.48,Unpaid
1171,1171,2023-06-09,2023-11-20,330.74,Unpaid
1173,1173,2023-04-15,2023-04-04,3375.26,Overdue
1174,1174,2023-07-15,2023-04-05,3603.0,Paid
1177,1177,2023-05-11,2023-01-01,4874.46,Paid
1179,1179,2023-09-11,2023-07-19,4780.42,Unpaid
1181,1181,2023-10-14,2023-07-05,4457.5,Unpaid
1182,1182,2023-03-17,2023-05-25,3202.91,Overdue
1187,1187,2023-06-19,2023-04-17,3964.71,Overdue
1200,1200,2023-08-11,2023-09-17,193.81,Paid
1207,1207,2023-10-24,2023-12-10,3774.96,Overdue
1216,1216,2023-02-08,2023-12-09,4882.31,Overdue
1219,1219,2023-10-14,2023-03-18,3400.64,Unpaid
1229,1229,2023-06-14,2023-08-06,556.44,Paid
1230,1230,2023-08-10,2023-05-20,3833.59,Paid
1232,1232,2023-04-18,2023-08-14,2026.56,Unpaid
1233,1233,2023-11-16,2023-11-18,3588.76,Unpaid
1238,1238,2023-12-08,2023-08-26,4443.05,Unpaid
1254,1254,2023-04-17,2023-03-20,3761.29,Overdue
1256,1256,2023-09-02,2023-07-10,3047.97,Paid
1257,1257,2023-03-11,2023-05-18,1478.2,Overdue
1258,1258,2023-04-14,2023-03-22,2735.24,Unpaid
1259,1259,2023-06-15,2023-09-01,3471.56,Unpaid
1260,1260,2023-03-02,2023-04-20,3858.6,Overdue
1261,1261,2023-08-19,2023-05-06,4497.59,Unpaid
1265,1265,2023-07-11,2023-12-04,4120.33,Overdue
1269,1269,2023-10-10,2023-04-19,4993.15,Paid
1273,1273,2023-10-24,2023-09-16,2994.79,Paid
1284,1284,2023-01-09,2023-07-20,3718.34,Overdue
1292,1292,2023-11-03,2023-06-06,709.78,Paid
1295,1295,2023-07-04,2023-09-15,1250.32,Overdue
1296,1296,2023-12-05,2023-12-03,3840.13,Unpaid
1302,1302,2023-07-22,2023-09-06,4566.1,Paid
1303,1303,2023-12-26,2023-01-13,2573.77,Unpaid
1310,1310,2023-12-01,2023-10-01,4714.67,Overdue
1319,1319,2023-05-20,2023-01-22,1730.61,Overdue
1320,1320,2023-12-01,2023-01-13,4728.99,Overdue
1321,1321,2023-02-02,2023-09-18,4366.11,Paid
1322,1322,2023-08-16,2023-03-14,4897.6,Overdue
1329,1329,2023-02-08,2023-10-08,2483.2,Paid
1330,1330,2023-10-10,2023-02-18,3341.44,Unpaid
1337,1337,2023-02-07,2023-08-20,896.29,Unpaid
1340,1340,2023-07-09,2023-07-25,3749.21,Overdue
1341,1341,2023-06-02,2023-01-04,3194.09,Unpaid
1346,1346,2023-02-15,2023-05-10,4188.88,Unpaid
1348,1348,2023-03-06,2023-08-26,4026.22,Overdue
1357,1357,2023-01-18,2023-02-01,551.74,Paid
1361,1361,2023-09-03,2023-05-15,1830.49,Paid
1367,1367,2023-08-11,2023-07-28,995.84,Overdue
1369,1369,2023-04-21,2023-03-03,452.33,Paid
1373,1373,2023-09-27,2023-11-27,2751.81,Unpaid
1379,1379,2023-11-23,2023-09-08,2643.32,Overdue
1392,1392,2023-04-08,2023-11-26,1592.99,Unpaid
1393,1393,2023-10-05,2023-12-06,4175.4,Unpaid
1394,1394,2023-08-13,2023-05-18,570.47,Paid
1397,1397,2023-12-16,2023-11-03,2720.01,Overdue
1401,1401,2023-09-02,2023-06-10,4283.75,Unpaid
1402,1402,2023-09-14,2023-08-21,2151.73,Paid
1407,1407,2023-08-10,2023-08-02,1410.32,Unpaid
1410,1410,2023-10-18,2023-02-17,1494.2,Overdue
1414,1414,2023-06-03,2023-08-23,4194.29,Unpaid
1425,1425,2023-07-14,2023-01-22,2561.73,Overdue
1435,1435,2023-07-17,2023-10-24,2374.97,Unpaid
1443,1443,2023-01-13,2023-07-09,180.45,Unpaid
1448,1448,2023-08-19,2023-07-05,4710.31,Unpaid
1471,1471,2023-09-18,2023-02-28,294.7,Overdue
1474,1474,2023-09-03,2023-07-19,3024.89,Paid
1477,1477,2023-08-14,2023-09-19,242.12,Paid
1490,1490,2023-03-24,2023-09-05,884.34,Paid
1492,1492,2023-01-26,2023-10-27,423.07,Paid
1499,1499,2023-06-20,2023-08-08,2799.02,Overdue
1502,1502,2023-06-07,2023-05-12,279.47,Unpaid
1509,1509,2023-10-06,2023-12-18,2396.56,Overdue
1512,1512,2023-01-24,2023-06-27,3785.97,Paid
1516,1516,2023-07-13,2023-07-07,1318.13,Unpaid
1523,1523,2023-12-19,2023-05-25,2320.6,Unpaid
1527,1527,2023-03-19,2023-03-13,3936.53,Unpaid
1534,1534,2023-12-25,2023-10-15,426.13,Overdue
1543,1543,2023-01-07,2023-11-24,1675.32,Unpaid
1544,1544,2023-03-11,2023-08-06,1927.03,Overdue
1566,1566,2023-10-26,2023-11-22,4024.43,Overdue
1567,1567,2023-04-20,2023-09-13,4171.61,Unpaid
1571,1571,2023-02-22,2023-08-10,4327.69,Overdue
1575,1575,2023-01-18,2023-01-05,4663.88,Unpaid
1577,1577,2023-01-22,2023-03-26,397.54,Paid
1585,1585,2023-12-08,2023-09-19,3680.82,Unpaid
1588,1588,2023-07-09,2023-08-28,2363.51,Unpaid
1591,1591,2023-01-25,2023-03-16,1423.05,Paid
1593,1593,2023-02-21,2023-01-16,4626.25,Unpaid
1610,1610,2023-06-24,2023-10-11,2026.42,Overdue
1614,1614,2023-04-14,2023-11-14,3181.34,Unpaid
1616,1616,2023-11-18,2023-11-27,1935.03,Unpaid
1617,1617,2023-11-23,2023-07-17,1172.32,Paid
1622,1622,2023-02-06,2023-12-24,3908.78,Unpaid
1626,1626,2023-03-03,2023-09-22,2013.42,Overdue
1628,1628,2023-07-12,2023-04-26,4442.59,Unpaid
1630,1630,2023-09-09,2023-04-09,2456.47,Unpaid
1635,1635,2023-09-03,2023-01-18,2295.14,Unpaid
1638,1638,2023-03-12,2023-06-03,142.52,Overdue
1646,1646,2023-05-22,2023-10-06,3106.19,Overdue
1658,1658,2023-02-27,2023-03-17,549.93,Paid
1663,1663,2023-03-20,2023-10-07,2683.71,Paid
1668,1668,2023-09-14,2023-04-25,1600.18,Overdue
1676,1676,2023-08-06,2023-03-10,4300.3,Unpaid
1678,1678,2023-06-12,2023-02-23,834.91,Unpaid
1687,1687,2023-04-21,2023-08-02,4043.39,Overdue
1689,1689,2023-02-26,2023-05-23,4835.0,Overdue
1695,1695,2023-09-17,2023-11-12,913.12,Overdue
1697,1697,2023-08-11,2023-08-09,3086.47,Unpaid
1698,1698,2023-05-02,2023-04-11,2295.72,Overdue
1702,1702,2023-09-24,2023-06-17,2635.87,Overdue
1710,1710,2023-12-18,2023-06-18,3184.11,Unpaid
1711,1711,2023-09-22,2023-04-06,823.52,Paid
1715,1715,2023-12-10,2023-08-17,4687.0,Overdue
1726,1726,2023-12-15,2023-11-02,840.17,Unpaid
1732,1732,2023-02-02,2023-08-11,1067.47,Paid
1739,1739,2023-02-12,2023-12-15,1360.4,Paid
1743,1743,2023-09-01,2023-12-11,1047.57,Paid
1744,1744,2023-06-21,2023-05-27,3737.19,Overdue
1745,1745,2023-04-14,2023-07-09,3023.79,Overdue
1746,1746,2023-12-20,2023-11-13,4787.54,Paid
1752,1752,2023-02-26,2023-03-10,319.0,Unpaid
1755,1755,2023-03-25,2023-03-24,3569.32,Overdue
1756,1756,2023-02-20,2023-03-17,4043.1,Overdue
1760,1760,2023-12-17,2023-04-02,3002.38,Unpaid
1769,1769,2023-09-22,2023-08-09,3152.78,Paid
1778,1778,2023-11-06,2023-05-28,1622.62,Paid
1781,1781,2023-01-04,2023-03-08,4398.84,Paid
1786,1786,2023-04-08,2023-12-17,554.79,Overdue
1798,1798,2023-07-18,2023-09-07,3273.17,Paid
1804,1804,2023-05-13,2023-01-05,3964.16,Overdue
1825,1825,2023-09-28,2023-04-16,3754.01,Unpaid
1832,1832,2023-09-07,2023-12-16,3005.71,Paid
1837,1837,2023-03-24,2023-03-15,4743.14,Paid
1838,1838,2023-07-12,2023-07-28,1695.47,Unpaid
1839,1839,2023-08-21,2023-02-01,2556.78,Unpaid
1850,1850,2023-06-13,2023-03-19,1940.71,Paid
1860,1860,2023-05-20,2023-05-28,3064.91,Paid
1866,1866,2023-10-18,2023-08-10,4226.31,Unpaid
1870,1870,2023-02-12,2023-04-08,3116.79,Paid
1888,1888,2023-01-16,2023-04-10,4616.19,Paid
1912,1912,2023-11-18,2023-04-02,1746.88,Overdue
1913,1913,2023-08-05,2023-04-09,2520.9,Paid
1915,1915,2023-07-12,2023-08-16,2413.11,Paid
1922,1922,2023-06-19,2023-01-23,3867.33,Paid
1925,1925,2023-04-09,2023-06-28,1760.33,Unpaid
1936,1936,2023-08-17,2023-06-28,638.92,Paid
1937,1937,2023-07-19,2023-10-06,310.64,Unpaid
1938,1938,2023-12-28,2023-02-15,3775.11,Overdue
1939,1939,2023-07-16,2023-12-17,1981.15,Overdue
1942,1942,2023-08-14,2023-09-16,134.55,Overdue
1948,1948,2023-05-14,2023-04-02,167.93,Overdue
1951,1951,2023-08-26,2023-05-24,3278.64,Unpaid
1971,1971,2023-06-04,2023-09-10,845.16,Unpaid
1976,1976,2023-10-14,2023-07-08,2057.26,Unpaid
1983,1983,2023-05-23,2023-04-21,1035.98,Unpaid
1988,1988,2023-09-17,2023-11-05,1754.52,Paid
1993,1993,2023-02-03,2023-07-21,2420.86,Paid
2009,2009,2023-10-20,2023-04-24,635.6,Paid
2014,2014,2023-04-06,2023-12-19,2685.98,Overdue
2015,2015,2023-08-27,2023-06-09,3822.42,Unpaid
2020,2020,2023-05-25,2023-07-05,2302.29,Paid
2022,2022,2023-03-05,2023-03-15,2393.27,Overdue
2024,2024,2023-05-09,2023-11-09,4155.74,Overdue
2036,2036,2023-08-04,2023-07-02,3055.34,Unpaid
2037,2037,2023-06-23,2023-05-05,1616.61,Overdue
2047,2047,2023-04-21,2023-07-08,224.49,Unpaid
2055,2055,2023-11-18,2023-11-20,1168.1,Unpaid
2059,2059,2023-06-01,2023-02-05,4987.09,Paid
2060,2060,2023-04-26,2023-01-09,3888.3,Unpaid
2062,2062,2023-08-03,2023-04-27,2323.39,Paid
2064,2064,2023-11-19,2023-06-16,2433.93,Unpaid
2068,2068,2023-10-19,2023-03-02,1191.66,Overdue
2070,2070,2023-02-03,2023-01-08,3138.96,Overdue
2072,2072,2023-04-18,2023-01-05,4008.0,Overdue
2077,2077,2023-03-05,2023-02-03,3535.72,Paid
2079,2079,2023-04-25,2023-01-08,660.26,Overdue
2089,2089,2023-10-23,2023-10-24,4529.34,Paid
2102,2102,2023-05-24,2023-01-16,1120.73,Overdue
2132,2132,2023-11-14,2023-12-18,383.85,Overdue
2137,2137,2023-01-21,2023-06-14,4483.55,Paid
2140,2140,2023-10-07,2023-04-21,1842.23,Paid
2144,2144,2023-04-23,2023-10-05,4859.27,Overdue
2161,2161,2023-01-05,2023-04-22,3032.49,Paid
2162,2162,2023-02-04,2023-02-02,2986.93,Unpaid
2166,2166,2023-02-23,2023-11-20,850.9,Unpaid
2167,2167,2023-04-21,2023-01-08,3112.8,Paid
2184,2184,2023-12-07,2023-10-25,3757.44,Unpaid
2186,2186,2023-05-17,2023-12-10,3686.25,Overdue
2189,2189,2023-09-24,2023-11-24,1124.47,Overdue
2192,2192,2023-04-15,2023-03-03,2303.76,Paid
2194,2194,2023-02-25,2023-06-28,773.71,Overdue
2202,2202,2023-02-09,2023-06-08,4765.75,Paid
2204,2204,2023-01-09,2023-09-27,3228.77,Paid
2214,2214,2023-09-17,2023-08-09,3411.01,Unpaid
2223,2223,2023-07-17,2023-08-07,814.51,Paid
2225,2225,2023-09-26,2023-10-10,3039.57,Unpaid
2228,2228,2023-02-08,2023-08-13,3918.28,Overdue
2239,2239,2023-10-26,2023-12-27,1415.2,Unpaid
2244,2244,2023-06-07,2023-11-27,1555.9,Unpaid
2246,2246,2023-10-24,2023-03-09,4426.36,Paid
2249,2249,2023-05-27,2023-01-03,721.81,Paid
2254,2254,2023-01-21,2023-05-12,2219.98,Overdue
2260,2260,2023-05-19,2023-03-23,4557.06,Unpaid
2266,2266,2023-04-09,2023-04-07,2255.55,Overdue
2267,2267,2023-08-28,2023-04-24,1357.83,Overdue
2271,2271,2023-01-11,2023-07-06,3070.26,Overdue
2277,2277,2023-06-07,2023-12-23,1456.72,Unpaid
2279,2279,2023-07-19,2023-08-06,4321.96,Unpaid
2293,2293,2023-11-07,2023-07-24,898.17,Unpaid
2312,2312,2023-06-14,2023-03-22,4122.2,Overdue
2324,2324,2023-04-21,2023-12-21,4831.58,Unpaid
2327,2327,2023-04-26,2023-10-09,1930.3,Paid
2335,2335,2023-03-04,2023-05-18,2158.76,Unpaid
2340,2340,2023-04-18,2023-02-12,1079.08,Paid
2349,2349,2023-06-12,2023-01-26,1313.14,Overdue
2351,2351,2023-10-04,2023-11-02,1648.63,Paid
2354,2354,2023-09-02,2023-08-12,1217.03,Overdue
2390,2390,2023-07-15,2023-01-17,3950.4,Paid
2403,2403,2023-06-08,2023-12-04,2230.14,Overdue
2404,2404,2023-01-14,2023-05-07,1525.32,Unpaid
2409,2409,2023-06-09,2023-01-17,938.17,Overdue
2417,2417,2023-07-24,2023-03-13,3931.14,Overdue
2426,2426,2023-05-04,2023-04-03,4985.11,Overdue
2428,2428,2023-05-09,2023-02-08,781.65,Unpaid
2429,2429,2023-09-27,2023-10-15,3196.13,Unpaid
2432,2432,2023-12-07,2023-04-13,280.28,Overdue
2438,2438,2023-11-20,2023-06-07,2536.55,Paid
2439,2439,2023-05-16,2023-01-09,2520.15,Paid
2445,2445,2023-04-12,2023-11-06,3103.88,Paid
2446,2446,2023-02-10,2023-07-02,4023.31,Overdue
2448,2448,2023-09-21,2023-01-06,4480.52,Unpaid
2453,2453,2023-01-08,2023-08-19,3896.18,Unpaid
2461,2461,2023-08-10,2023-04-27,3588.91,Unpaid
2476,2476,2023-09-26,2023-02-23,267.31,Overdue
2479,2479,2023-12-03,2023-09-03,4751.47,Paid
2483,2483,2023-03-25,2023-07-28,3337.29,Overdue
2484,2484,2023-01-09,2023-03-23,3403.4,Paid
2499,2499,2023-01-26,2023-08-21,803.53,Paid
2502,2502,2023-04-26,2023-05-03,1444.36,Unpaid
2503,2503,2023-08-28,2023-01-20,1706.16,Unpaid
2506,2506,2023-07-27,2023-12-26,3895.15,Overdue
2510,2510,2023-04-27,2023-03-11,3963.01,Unpaid
2512,2512,2023-12-26,2023-08-21,3032.72,Unpaid
2514,2514,2023-07-26,2023-07-13,597.37,Overdue
2519,2519,2023-07-09,2023-11-04,1247.32,Unpaid
2534,2534,2023-06-10,2023-10-01,3143.74,Overdue
2540,2540,2023-12-01,2023-10-15,2528.32,Overdue
2545,2545,2023-07-25,2023-02-10,3221.41,Overdue
2550,2550,2023-08-05,2023-02-11,3468.01,Overdue
2554,2554,2023-10-23,2023-01-03,128.12,Overdue
2555,2555,2023-10-03,2023-08-07,3271.41,Overdue
2558,2558,2023-01-08,2023-09-10,2510.88,Unpaid
2561,2561,2023-02-01,2023-09-18,3129.8,Unpaid
2566,2566,2023-11-12,2023-04-03,143.25,Unpaid
2571,2571,2023-06-27,2023-12-03,4379.23,Unpaid
2574,2574,2023-06-22,2023-08-03,1287.66,Overdue
2575,2575,2023-06-06,2023-09-06,3615.62,Unpaid
2582,2582,2023-04-11,2023-06-08,914.22,Unpaid
2584,2584,2023-01-06,2023-02-28,1799.02,Paid
2585,2585,2023-07-18,2023-04-19,916.54,Paid
2591,2591,2023-05-23,2023-08-25,4308.33,Paid
2595,2595,2023-09-18,2023-07-12,3539.53,Unpaid
2596,2596,2023-09-03,2023-12-03,228.12,Paid
