Payment ID,Invoice ID,Payment Date,Amount Paid,Payment Method
778,49145,2023-10-11,3715.63,Cash
782,4312,2023-09-19,3803.86,Cash
787,77313,2023-01-07,329.02,Cash
795,94724,2023-05-14,2093.8,Credit Card
798,83259,2023-03-03,4783.13,Bank Transfer
803,16325,2023-11-28,1938.14,Credit Card
818,30760,2023-08-10,787.05,Cash
825,16635,2023-01-17,2503.05,Cash
831,94984,2023-06-16,524.53,Cash
832,61327,2023-01-26,3567.88,Credit Card
833,84795,2023-07-01,4344.07,Bank Transfer
842,60280,2023-10-08,1809.76,Cash
844,28957,2023-06-06,2178.22,Bank Transfer
845,16531,2023-03-27,4927.87,Cash
864,98369,2023-06-04,2257.16,Bank Transfer
867,9108,2023-01-28,2389.65,Credit Card
868,17547,2023-10-26,1615.56,Bank Transfer
877,56173,2023-01-16,4736.66,Credit Card
883,75337,2023-10-01,4264.61,Bank Transfer
886,31343,2023-04-15,1365.69,Bank Transfer
889,54934,2023-06-20,4695.27,Credit Card
893,70394,2023-05-15,1739.83,Credit Card
894,15140,2023-08-15,1537.17,Cash
904,55871,2023-05-11,2525.75,Credit Card
912,46154,2023-10-02,3380.21,Cash
916,57534,2023-12-12,773.89,Credit Card
917,35799,2023-06-17,2400.88,Cash
930,73777,2023-01-09,791.78,Cash
939,5258,2023-09-22,4412.93,Bank Transfer
944,39373,2023-05-28,4242.0,Bank Transfer
953,93001,2023-12-21,4133.97,Bank Transfer
961,5541,2023-08-11,1369.79,Bank Transfer
962,33703,2023-10-25,4339.4,Credit Card
966,92556,2023-05-23,2856.15,Credit Card
967,26656,2023-07-05,2421.76,Credit Card
969,8966,2023-06-17,4923.72,Bank Transfer
971,97803,2023-05-01,1011.82,Cash
973,25308,2023-05-10,2755.0,Credit Card
974,3178,2023-02-01,3311.58,Credit Card
975,40189,2023-02-03,1531.58,Credit Card
976,46320,2023-04-03,4064.54,Cash
978,90989,2023-12-13,3661.58,Credit Card
981,48692,2023-05-02,2661.64,Cash
986,78729,2023-12-25,3892.89,Cash
992,794,2023-11-20,1550.61,Bank Transfer
993,42599,2023-07-17,1455.17,Cash
1001,23233,2023-10-26,3880.4,Cash
1003,61950,2023-03-25,3604.79,Cash
1006,87423,2023-12-25,1067.37,Bank Transfer
1009,20508,2023-03-07,3391.54,Cash
1010,4446,2023-12-21,270.99,Cash
1012,36062,2023-03-07,801.73,Bank Transfer
1018,58744,2023-03-21,2732.77,Bank Transfer
1020,97944,2023-07-10,2035.1,Bank Transfer
1024,79096,2023-07-27,1005.23,Cash
1026,20037,2023-03-12,2053.95,Cash
1031,73881,2023-05-01,180.73,Credit Card
1036,6689,2023-06-16,4014.05,Cash
1038,26228,2023-04-21,468.79,Credit Card
1045,26754,2023-02-24,515.87,Credit Card
1053,44453,2023-05-15,3233.32,Cash
1054,80365,2023-02-07,1521.15,Cash
1056,38240,2023-05-04,4863.73,Credit Card
1058,73706,2023-10-17,1367.57,Credit Card
1060,86369,2023-07-17,1283.02,Bank Transfer
1072,37887,2023-11-09,3201.54,Cash
1087,59568,2023-04-25,1790.09,Cash
1088,70984,2023-03-22,3789.01,Cash
1089,80132,2023-10-15,4087.34,Bank Transfer
1097,1697,2023-11-28,3355.78,Cash
1098,34790,2023-10-11,3381.05,Bank Transfer
1105,83725,2023-04-27,679.17,Credit Card
1112,74808,2023-10-21,2416.06,Credit Card
1114,12143,2023-11-02,3348.79,Cash
1116,17078,2023-05-12,513.07,Bank Transfer
1117,77485,2023-09-27,1865.89,Bank Transfer
1118,21578,2023-11-28,686.14,Cash
1119,4749,2023-03-01,1092.03,Credit Card
1126,84053,2023-10-06,1225.78,Cash
1129,33959,2023-05-16,4200.85,Credit Card
1130,70879,2023-02-08,256.88,Credit Card
1138,4417,2023-04-11,2514.99,Bank Transfer
1139,50693,2023-12-15,2009.99,Credit Card
1144,59271,2023-07-18,2054.61,Cash
1147,89780,2023-02-12,4791.36,Bank Transfer
1149,87877,2023-02-07,2063.93,Bank Transfer
1154,15761,2023-06-18,2315.67,Bank Transfer
1159,8642,2023-05-05,2920.71,Cash
1168,13323,2023-10-08,2569.78,Bank Transfer
1169,86757,2023-01-03,2591.67,Credit Card
1176,29106,2023-01-26,1273.29,Credit Card
1177,28265,2023-11-18,3656.69,Cash
1178,98052,2023-01-04,1275.1,Credit Card
1179,58137,2023-09-08,2555.38,Bank Transfer
1180,63537,2023-05-10,2266.66,Credit Card
1186,4031,2023-09-01,2122.23,Bank Transfer
1189,11543,2023-09-11,2577.02,Cash
1190,37633,2023-03-23,1826.41,Credit Card
1192,14983,2023-04-06,1597.43,Bank Transfer
1203,82210,2023-08-03,2354.6,Credit Card
1222,18713,2023-07-04,1363.31,Cash
1228,13742,2023-12-01,1062.36,Bank Transfer
1230,14010,2023-04-08,777.96,Cash
1232,48086,2023-11-04,2133.46,Credit Card
1239,39007,2023-04-01,2643.43,Credit Card
1240,64412,2023-11-13,111.37,Cash
1249,66522,2023-06-04,3633.12,Cash
1257,2716,2023-11-28,2662.59,Credit Card
1264,74352,2023-04-12,3751.34,Cash
1267,86092,2023-11-05,2828.56,Credit Card
1269,12749,2023-11-02,3996.41,Credit Card
1275,2834,2023-11-01,2599.8,Cash
1278,44330,2023-06-18,4112.74,Cash
1279,70067,2023-11-28,3163.58,Cash
1283,13429,2023-03-13,3309.59,Credit Card
1285,47277,2023-03-16,2203.37,Credit Card
1293,91222,2023-05-22,4443.83,Bank Transfer
1299,28523,2023-06-05,2108.25,Credit Card
1307,7219,2023-01-16,3946.36,Bank Transfer
1309,15676,2023-03-17,1185.99,Bank Transfer
1319,89928,2023-08-14,901.62,Credit Card
1324,56202,2023-02-08,3463.86,Bank Transfer
1326,17129,2023-10-10,4700.95,Credit Card
1329,35966,2023-05-22,2725.66,Credit Card
1340,73227,2023-03-13,3566.8,Cash
1347,85380,2023-07-17,223.5,Bank Transfer
1349,94621,2023-07-26,3301.54,Cash
1350,21453,2023-05-10,4411.57,Bank Transfer
1356,82641,2023-10-22,3258.46,Bank Transfer
1359,22893,2023-12-04,3234.17,Bank Transfer
1362,696,2023-06-16,4947.02,Credit Card
1370,50159,2023-12-19,4926.76,Credit Card
1379,41257,2023-08-14,2292.8,Cash
1380,19214,2023-11-14,2651.21,Bank Transfer
1402,13190,2023-04-09,4587.97,Cash
1406,58010,2023-12-24,4460.41,Credit Card
1407,9773,2023-07-02,1519.22,Credit Card
1416,46228,2023-09-25,314.41,Bank Transfer
1424,77938,2023-06-11,277.41,Cash
1429,7464,2023-11-24,4221.84,Bank Transfer
1437,38096,2023-06-07,3297.11,Cash
1440,18713,2023-06-15,4996.6,Credit Card
1442,79312,2023-04-05,304.33,Credit Card
1444,39914,2023-03-05,3806.15,Bank Transfer
1446,91472,2023-11-14,3172.47,Cash
1449,81647,2023-05-09,872.13,Credit Card
1455,63270,2023-11-25,2571.23,Bank Transfer
1457,26594,2023-08-04,4745.59,Cash
1458,49276,2023-12-05,3867.91,Bank Transfer
1459,69268,2023-10-18,2263.71,Bank Transfer
1472,39014,2023-04-27,1818.58,Cash
1477,52465,2023-11-20,2082.38,Credit Card
1481,64415,2023-07-02,1510.41,Bank Transfer
1488,4396,2023-09-26,1524.76,Cash
1490,48906,2023-11-14,1231.23,Bank Transfer
1497,75156,2023-04-25,3550.31,Cash
1498,94167,2023-09-20,4013.34,Bank Transfer
1499,38208,2023-06-09,3634.96,Cash
1505,26850,2023-10-23,427.65,Cash
1508,25830,2023-07-18,335.54,Credit Card
1516,25178,2023-07-05,3155.55,Credit Card
1518,30931,2023-01-18,2983.11,Cash
1520,4648,2023-09-15,4947.9,Credit Card
1521,85333,2023-12-10,1139.57,Bank Transfer
1522,71026,2023-08-03,4133.47,Bank Transfer
1524,10917,2023-09-06,254.43,Bank Transfer
1550,99641,2023-09-04,4298.6,Bank Transfer
1552,15961,2023-11-09,3692.69,Bank Transfer
1553,90402,2023-08-05,3389.66,Bank Transfer
1554,97298,2023-11-07,3854.74,Bank Transfer
1564,70957,2023-06-08,2152.71,Cash
1567,27109,2023-04-15,1881.04,Bank Transfer
1576,40538,2023-12-12,4656.95,Bank Transfer
1582,27021,2023-05-06,1331.99,Credit Card
1590,72061,2023-07-09,3960.58,Cash
1595,62620,2023-10-18,2126.46,Credit Card
1597,93307,2023-11-19,2581.69,Bank Transfer
1598,52593,2023-07-24,2820.13,Cash
1601,10735,2023-10-23,4865.39,Cash
1604,50757,2023-04-21,2176.09,Credit Card
1612,54123,2023-06-14,2178.94,Bank Transfer
1614,14833,2023-02-13,2843.01,Bank Transfer
1624,71385,2023-10-06,4503.7,Cash
1625,55046,2023-10-07,2763.35,Credit Card
1635,5892,2023-09-14,2502.66,Cash
1642,63451,2023-04-21,2848.14,Credit Card
1645,97089,2023-02-12,86.7,Credit Card
1646,48492,2023-08-06,3764.01,Credit Card
1655,82839,2023-06-22,2605.76,Bank Transfer
1661,65355,2023-05-28,338.42,Cash
1663,42664,2023-05-03,601.69,Bank Transfer
1673,92521,2023-06-12,3487.27,Cash
1676,76397,2023-09-09,4911.78,Credit Card
1682,34467,2023-06-22,4025.92,Credit Card
1690,86283,2023-08-07,1894.36,Bank Transfer
1700,92693,2023-03-10,4554.4,Credit Card
1709,50897,2023-11-18,4162.09,Credit Card
1713,4678,2023-07-18,934.71,Bank Transfer
1727,55887,2023-08-03,3486.3,Bank Transfer
1741,65670,2023-09-06,4109.54,Credit Card
1748,20322,2023-07-13,4976.85,Cash
1752,13886,2023-05-28,3917.96,Cash
1763,83614,2023-07-21,79.64,Cash
1767,88660,2023-08-25,524.36,Credit Card
1769,74166,2023-04-16,2229.6,Cash
1771,50955,2023-06-16,1039.51,Cash
1780,12958,2023-05-06,3010.51,Credit Card
1804,13360,2023-05-10,4925.58,Credit Card
1808,91059,2023-07-05,3095.1,Cash
1817,17464,2023-02-03,1187.71,Cash
1825,80159,2023-03-18,2718.57,Cash
1830,60886,2023-11-09,1697.78,Bank Transfer
1834,81351,2023-05-26,3722.4,Credit Card
1835,92804,2023-04-12,174.99,Bank Transfer
1849,73460,2023-08-03,3433.05,Bank Transfer
1858,75770,2023-09-20,806.61,Cash
1859,2566,2023-08-05,2770.5,Cash
1863,81351,2023-07-14,482.38,Credit Card
1864,9033,2023-03-21,2961.67,Bank Transfer
1868,29018,2023-04-10,3016.81,Cash
1869,36935,2023-05-06,3245.81,Cash
1874,35673,2023-03-15,4065.45,Bank Transfer
1876,73949,2023-12-23,576.92,Cash
1877,96056,2023-12-25,3917.75,Bank Transfer
1881,89783,2023-04-28,1135.77,Cash
1884,13678,2023-09-05,4824.83,Credit Card
1888,43482,2023-02-23,4984.8,Credit Card
1890,21872,2023-10-25,4655.93,Credit Card
1891,28913,2023-05-26,1878.89,Credit Card
1893,66494,2023-03-02,3408.88,Credit Card
1895,38369,2023-11-10,1556.85,Credit Card
1905,62756,2023-10-23,3039.53,Cash
1908,916,2023-11-14,3611.07,Cash
1909,31159,2023-06-10,2966.58,Bank Transfer
1911,66115,2023-05-16,2207.55,Bank Transfer
1913,30809,2023-06-10,4335.57,Cash
1915,12968,2023-10-19,417.32,Cash
1917,70806,2023-08-06,1997.03,Credit Card
1919,67447,2023-03-03,1972.11,Bank Transfer
1928,92482,2023-08-27,675.43,Cash
1931,1676,2023-03-18,537.04,Bank Transfer
1933,73742,2023-06-07,4627.62,Bank Transfer
1936,74174,2023-09-08,501.94,Cash
1946,94651,2023-03-09,4183.19,Credit Card
1947,80257,2023-03-08,3668.41,Cash
1948,49560,2023-09-06,115.16,Bank Transfer
1953,47661,2023-07-12,4694.59,Credit Card
1965,99886,2023-04-06,3568.24,Credit Card
1976,33148,2023-07-04,3908.29,Credit Card
1982,86092,2023-03-05,2569.57,Cash
1988,9525,2023-02-11,3482.17,Bank Transfer
1992,2675,2023-10-19,2746.87,Credit Card
1995,17127,2023-06-02,1289.73,Cash
1997,91425,2023-09-18,234.47,Bank Transfer
2001,25405,2023-12-07,2640.14,Cash
2009,88355,2023-12-27,4237.76,Cash
2013,44602,2023-09-26,2370.48,Bank Transfer
2015,10268,2023-11-25,420.85,Bank Transfer
2017,92352,2023-10-17,945.36,Credit Card
2019,70334,2023-12-17,3958.15,Cash
2025,63878,2023-11-11,711.37,Cash
2032,74818,2023-11-28,1484.29,Cash
2043,62226,2023-05-11,151.65,Bank Transfer
2048,18903,2023-12-18,1498.05,Credit Card
2051,277,2023-09-23,597.99,Credit Card
2052,70653,2023-09-22,255.4,Bank Transfer
2057,79847,2023-09-19,1151.62,Cash
2059,86010,2023-03-27,1110.15,Cash
2064,44610,2023-08-18,538.11,Credit Card
2071,96081,2023-06-25,3418.75,Bank Transfer
2076,63769,2023-02-05,3517.12,Cash
2078,30349,2023-08-12,4920.9,Credit Card
2079,57656,2023-11-11,1182.03,Credit Card
2081,74479,2023-11-18,3544.1,Bank Transfer
2084,11212,2023-09-06,3459.8,Cash
2087,37692,2023-09-26,1212.5,Cash
2095,64916,2023-04-02,3135.46,Cash
2097,60003,2023-08-14,1881.83,Cash
2099,45661,2023-03-18,2383.89,Bank Transfer
2104,28632,2023-01-24,4784.37,Credit Card
2105,73590,2023-07-16,2178.78,Bank Transfer
2111,51580,2023-08-24,2836.94,Bank Transfer
2112,75850,2023-04-03,3756.11,Bank Transfer
2117,56400,2023-02-16,4834.86,Credit Card
2126,3673,2023-02-16,96.75,Cash
2133,26930,2023-10-19,4897.5,Cash
2158,16815,2023-06-20,2673.46,Cash
2160,17024,2023-11-04,3276.33,Cash
2165,27851,2023-02-27,4419.38,Credit Card
2169,72908,2023-02-09,698.93,Bank Transfer
2174,86419,2023-04-19,2642.66,Credit Card
2181,65376,2023-04-17,731.49,Credit Card
2199,32429,2023-02-01,3940.4,Cash
2200,52324,2023-05-18,1901.8,Bank Transfer
2209,11235,2023-03-25,4350.71,Credit Card
2220,20387,2023-06-15,1193.24,Credit Card
2224,48765,2023-10-03,2853.27,Credit Card
2225,92551,2023-01-20,1129.07,Credit Card
2227,23896,2023-08-25,4616.42,Bank Transfer
2231,84191,2023-07-10,4264.42,Cash
2233,96790,2023-11-02,1471.53,Cash
2237,90419,2023-09-25,769.77,Bank Transfer
2246,25741,2023-04-03,4438.25,Bank Transfer
2248,7345,2023-11-05,3063.24,Bank Transfer
2249,6592,2023-10-05,270.76,Credit Card
2264,33014,2023-07-09,2839.18,Credit Card
2271,49550,2023-08-01,2570.02,Bank Transfer
2276,11740,2023-12-07,1742.26,Cash
2282,8626,2023-10-19,4497.77,Cash
2287,61531,2023-07-13,3671.19,Credit Card
2289,80942,2023-06-24,4692.93,Cash
2307,76425,2023-06-11,1890.38,Bank Transfer
2312,81713,2023-08-26,3456.15,Cash
2326,28629,2023-10-26,4396.51,Credit Card
2327,36618,2023-09-21,3804.31,Credit Card
2328,54109,2023-11-13,1434.83,Credit Card
2333,61661,2023-04-16,1444.78,Credit Card
2334,77858,2023-08-06,1296.18,Credit Card
2335,46403,2023-07-15,1255.2,Credit Card
2338,66239,2023-11-25,1738.95,Credit Card
2346,43694,2023-11-26,232.74,Credit Card
2348,60756,2023-04-20,1944.76,Credit Card
2350,38570,2023-11-02,3442.3,Bank Transfer
2369,38206,2023-11-10,4080.27,Bank Transfer
2383,51095,2023-03-23,3474.27,Bank Transfer
2384,90609,2023-06-08,4759.65,Bank Transfer
2388,30518,2023-10-06,299.26,Cash
2391,18606,2023-07-24,4039.19,Cash
2405,98337,2023-02-06,633.89,Cash
2412,7502,2023-03-12,1882.98,Cash
2414,48678,2023-12-17,3244.91,Cash
2418,15084,2023-07-05,4057.15,Credit Card
2419,89555,2023-12-01,2336.47,Bank Transfer
2422,45681,2023-04-28,551.16,Cash
2424,74781,2023-03-16,4653.5,Bank Transfer
2426,3251,2023-07-06,3311.35,Bank Transfer
2427,9922,2023-09-08,967.49,Bank Transfer
2433,49401,2023-12-09,1365.02,Credit Card
2434,41086,2023-10-25,459.59,Bank Transfer
2444,47790,2023-06-06,4119.79,Cash
2448,57577,2023-06-13,2217.7,Credit Card
2460,36193,2023-05-10,3435.22,Bank Transfer
2463,45838,2023-03-23,1367.96,Cash
2466,12865,2023-07-23,4285.16,Bank Transfer
2477,28384,2023-02-09,2892.02,Bank Transfer
2478,95076,2023-08-03,865.28,Credit Card
2481,95927,2023-11-03,835.55,Bank Transfer
2482,20627,2023-11-06,3310.09,Credit Card
2484,57088,2023-06-16,1871.15,Cash
2490,24180,2023-02-25,3116.7,Bank Transfer
2502,99630,2023-03-08,3371.16,Credit Card
2513,18672,2023-12-03,1186.75,Cash
2514,20583,2023-10-17,2208.37,Credit Card
2523,91278,2023-11-17,476.49,Credit Card
2528,17338,2023-05-24,533.71,Credit Card
2538,43949,2023-02-19,4139.99,Credit Card
2541,86908,2023-06-19,901.02,Credit Card
2545,51456,2023-11-24,4523.71,Bank Transfer
2553,175,2023-10-18,3351.46,Credit Card
2555,11150,2023-08-03,4142.07,Credit Card
2562,19849,2023-03-05,3113.83,Bank Transfer
2567,71150,2023-04-09,3157.45,Bank Transfer
2573,34716,2023-12-25,223.85,Cash
2578,59016,2023-09-22,3353.0,Cash
2593,3376,2023-02-23,4962.11,Cash
2605,5770,2023-12-09,3525.34,Credit Card
2608,57779,2023-01-06,3516.02,Cash
2610,3625,2023-09-22,2368.41,Cash
2617,90668,2023-04-21,4464.32,Bank Transfer
2619,38080,2023-12-11,3788.53,Bank Transfer
2621,55758,2023-04-01,2538.01,Cash
2626,80505,2023-01-07,2052.6,Cash
2628,84794,2023-12-05,1387.66,Credit Card
2635,80738,2023-07-17,1843.78,Credit Card
2639,95808,2023-06-06,1314.81,Bank Transfer
2642,91809,2023-02-27,4446.18,Cash
2649,67611,2023-11-08,837.28,Cash
2650,48289,2023-08-14,2391.24,Bank Transfer
2660,30580,2023-10-09,4326.23,Bank Transfer
2662,84264,2023-10-14,2358.89,Credit Card
2664,90452,2023-11-23,3259.24,Cash
2667,34386,2023-12-15,2663.03,Cash
2670,8661,2023-10-16,1642.63,Credit Card
2671,12442,2023-04-23,1554.36,Cash
2673,31201,2023-06-01,4965.75,Credit Card
2677,89102,2023-07-09,1975.78,Bank Transfer
2685,23965,2023-07-27,434.1,Credit Card
2687,36974,2023-10-08,1023.54,Credit Card
2688,48124,2023-06-07,360.16,Bank Transfer
2691,46966,2023-10-13,120.38,Bank Transfer
2694,78959,2023-10-24,908.99,Cash
2695,41554,2023-05-04,1500.46,Credit Card
2697,18252,2023-12-21,1325.22,Cash
2699,10647,2023-07-17,631.17,Cash
2701,8433,2023-11-26,2200.0,Bank Transfer
2710,4681,2023-10-08,4275.82,Cash
2712,50712,2023-01-04,78.3,Bank Transfer
2716,74248,2023-01-15,2496.79,Cash
2718,35495,2023-01-21,3165.56,Bank Transfer
2719,23249,2023-02-28,4451.8,Credit Card
2725,10941,2023-02-22,2774.11,Cash
2734,91725,2023-11-02,4968.66,Credit Card
2735,88426,2023-01-25,4019.53,Credit Card
2743,33739,2023-05-15,3129.35,Bank Transfer
2747,47810,2023-01-17,2203.79,Credit Card
2758,92153,2023-07-11,4599.14,Cash
2759,18532,2023-03-20,4127.63,Credit Card
2766,64610,2023-10-19,4605.42,Bank Transfer
2780,70084,2023-03-13,483.01,Cash
2783,79751,2023-03-10,3499.61,Bank Transfer
2788,26997,2023-07-20,2347.89,Credit Card
2790,25087,2023-03-16,411.47,Cash
2801,97002,2023-12-21,1190.0,Bank Transfer
2811,64033,2023-04-25,300.18,Credit Card
2813,50700,2023-05-19,3705.31,Cash
2815,14209,2023-06-07,228.94,Cash
2817,24315,2023-06-06,750.7,Cash
2819,19967,2023-03-18,2501.65,Bank Transfer
2824,64712,2023-10-09,2715.53,Cash
2828,296,2023-06-25,409.58,Credit Card
2836,63128,2023-11-26,3820.08,Cash
2859,14047,2023-09-05,748.19,Credit Card
2861,5688,2023-06-13,1547.94,Credit Card
2864,57205,2023-12-01,2752.33,Cash
2868,31044,2023-12-21,4614.36,Bank Transfer
2874,2889,2023-01-03,2269.49,Cash
2890,32791,2023-06-12,3064.38,Bank Transfer
2891,31346,2023-08-18,3580.73,Cash
2894,64167,2023-01-15,2065.64,Cash
2895,19258,2023-12-05,4878.22,Credit Card
2900,51289,2023-05-11,4056.3,Bank Transfer
2903,77370,2023-12-08,2323.83,Cash
2905,2712,2023-08-19,703.72,Bank Transfer
2908,66498,2023-06-24,902.59,Cash
2914,45322,2023-09-11,4838.01,Credit Card
2917,59714,2023-09-10,414.96,Cash
2918,91023,2023-07-03,3009.11,Credit Card
2922,64831,2023-01-20,2029.43,Cash
2924,48363,2023-05-11,4148.61,Credit Card
2932,50721,2023-08-10,2458.97,Credit Card
2948,65992,2023-04-27,4312.62,Cash
2951,83590,2023-01-27,1504.03,Credit Card
2952,74108,2023-06-02,3315.99,Credit Card
2955,64429,2023-06-10,181.04,Bank Transfer
2971,40693,2023-12-21,730.42,Cash
