Payment ID,Invoice ID,Payment Date,Amount Paid,Payment Method
63,27703,2023-06-23,3222.19,Credit Card
64,45758,2023-11-22,1582.92,Credit Card
65,8731,2023-02-03,2017.35,Cash
66,37931,2023-03-28,1010.26,Credit Card
67,46554,2023-03-25,1775.85,Credit Card
68,63864,2023-07-28,1834.41,Cash
69,26215,2023-06-16,317.17,Bank Transfer
70,75198,2023-12-16,82.71,Cash
71,94939,2023-09-17,3792.66,Cash
72,37989,2023-05-22,3370.56,Cash
73,55105,2023-02-05,488.24,Credit Card
74,99357,2023-04-02,4460.1,Credit Card
75,93848,2023-05-03,445.86,Bank Transfer
76,33833,2023-12-03,449.97,Credit Card
77,35225,2023-12-07,4976.91,Credit Card
78,82296,2023-08-12,966.91,Bank Transfer
79,56022,2023-01-21,3948.07,Credit Card
80,13587,2023-12-17,2574.07,Cash
81,17118,2023-03-23,4432.76,Bank Transfer
82,75838,2023-12-28,100.3,Cash
83,7386,2023-06-28,1738.27,Bank Transfer
84,92519,2023-02-24,4829.83,Cash
85,26947,2023-02-20,114.36,Cash
86,8343,2023-10-16,2053.78,Cash
87,94597,2023-02-23,4334.5,Cash
88,30428,2023-08-06,3948.32,Bank Transfer
89,1479,2023-01-04,1163.85,Bank Transfer
90,30732,2023-05-05,1337.96,Credit Card
91,44184,2023-01-17,2075.23,Bank Transfer
92,85318,2023-12-28,2710.45,Cash
93,9945,2023-07-07,189.04,Credit Card
94,18892,2023-06-12,3591.74,Credit Card
95,49446,2023-11-14,3024.55,Credit Card
96,16551,2023-11-16,2648.57,Credit Card
97,70236,2023-01-14,3321.29,Credit Card
98,39750,2023-10-14,1922.42,Bank Transfer
99,9947,2023-12-18,3371.36,Cash
100,33196,2023-01-24,1990.51,Bank Transfer
101,95089,2023-11-05,4825.36,Cash
102,10575,2023-04-16,596.94,Credit Card
103,47301,2023-05-20,2881.06,Credit Card
104,3896,2023-07-25,584.57,Cash
105,85618,2023-08-11,2842.61,Credit Card
106,93221,2023-09-07,3140.68,Credit Card
107,34861,2023-10-02,799.8,Credit Card
108,3576,2023-04-03,155.77,Bank Transfer
109,99562,2023-05-02,3841.03,Bank Transfer
110,57815,2023-05-13,1357.68,Credit Card
111,48439,2023-11-20,2254.73,Bank Transfer
112,59522,2023-12-13,1328.47,Credit Card
113,32362,2023-09-02,3306.51,Bank Transfer
114,6969,2023-11-28,2805.32,Credit Card
115,1979,2023-01-04,1300.14,Cash
116,45498,2023-09-11,845.48,Cash
117,42054,2023-05-03,4184.04,Credit Card
118,86384,2023-11-16,1412.81,Credit Card
119,45484,2023-12-11,1084.28,Cash
120,45897,2023-07-14,2896.75,Credit Card
121,99119,2023-02-12,1331.85,Cash
122,42557,2023-10-08,948.83,Cash
123,33413,2023-03-15,2906.36,Cash
124,78629,2023-05-14,4121.96,Bank Transfer
125,67985,2023-07-05,1025.12,Credit Card
126,5556,2023-09-28,4008.82,Credit Card
127,24582,2023-12-09,970.71,Cash
128,93637,2023-08-16,2579.5,Cash
129,5893,2023-10-03,4248.26,Bank Transfer
130,81691,2023-01-23,1433.59,Credit Card
131,51529,2023-03-03,2876.61,Bank Transfer
132,40042,2023-10-19,4444.0,Bank Transfer
133,88647,2023-05-17,2444.4,Credit Card
134,32711,2023-12-01,1270.43,Cash
135,78848,2023-12-07,4824.9,Bank Transfer
136,8958,2023-08-28,4761.3,Bank Transfer
137,95265,2023-08-09,3145.44,Bank Transfer
138,95563,2023-08-23,3669.83,Credit Card
139,31880,2023-03-24,4941.89,Cash
140,8874,2023-05-23,1912.5,Credit Card
141,41150,2023-10-19,289.21,Bank Transfer
142,71581,2023-11-01,3984.74,Cash
143,50295,2023-03-06,64.81,Bank Transfer
144,49842,2023-11-11,1262.31,Cash
145,57669,2023-02-18,4288.06,Bank Transfer
146,16150,2023-03-02,827.92,Bank Transfer
147,52879,2023-06-21,4442.03,Bank Transfer
148,12851,2023-12-28,4637.69,Credit Card
149,36512,2023-03-14,129.3,Bank Transfer
150,88864,2023-04-23,1403.88,Bank Transfer
151,62508,2023-02-11,4101.51,Credit Card
152,65878,2023-05-16,2797.41,Bank Transfer
153,31086,2023-12-05,410.34,Cash
154,26556,2023-06-06,549.57,Cash
155,98083,2023-06-08,1908.03,Credit Card
156,55443,2023-01-20,244.26,Cash
157,29433,2023-12-15,4693.9,Credit Card
158,25988,2023-11-19,3805.48,Cash
159,3537,2023-10-21,1378.91,Bank Transfer
160,63391,2023-12-21,661.47,Credit Card
161,92269,2023-03-18,1644.54,Credit Card
162,99228,2023-01-21,974.21,Bank Transfer
163,48014,2023-07-01,1876.45,Bank Transfer
164,97927,2023-05-12,1020.67,Cash
165,32921,2023-01-25,1350.33,Bank Transfer
166,76793,2023-06-23,2600.03,Credit Card
167,22062,2023-10-11,1122.34,Credit Card
168,4826,2023-04-18,2606.78,Bank Transfer
169,36940,2023-11-27,2575.78,Credit Card
170,63812,2023-04-12,663.93,Credit Card
171,18175,2023-11-14,724.15,Cash
172,20254,2023-06-24,2416.5,Bank Transfer
173,96340,2023-07-06,1769.69,Cash
174,51145,2023-10-21,1862.94,Cash
175,33641,2023-12-09,2220.29,Bank Transfer
176,46717,2023-12-12,1082.7,Credit Card
177,2078,2023-05-24,2958.27,Credit Card
178,23816,2023-08-03,1839.82,Bank Transfer
179,31075,2023-12-18,2857.79,Cash
180,7888,2023-02-13,1525.93,Cash
181,84799,2023-11-24,3551.96,Cash
182,43683,2023-01-26,3192.76,Credit Card
183,51585,2023-12-25,794.67,Credit Card
184,69909,2023-02-07,1734.31,Credit Card
185,74738,2023-07-16,4034.92,Credit Card
186,12003,2023-11-01,2621.2,Credit Card
187,48437,2023-02-22,2367.28,Cash
188,2306,2023-10-24,1870.28,Credit Card
189,98087,2023-04-03,893.48,Credit Card
190,23418,2023-04-14,2423.38,Credit Card
191,60488,2023-08-07,296.33,Bank Transfer
192,88943,2023-02-13,3891.97,Cash
193,28709,2023-02-16,4881.54,Bank Transfer
194,48997,2023-07-17,3046.94,Cash
195,96993,2023-08-18,4499.31,Cash
196,49061,2023-10-08,3105.99,Cash
197,8564,2023-11-06,3939.24,Bank Transfer
198,18115,2023-02-17,969.24,Bank Transfer
199,89628,2023-07-14,599.4,Cash
200,21519,2023-07-23,4555.28,Cash
201,40777,2023-06-23,4777.31,Bank Transfer
202,6449,2023-01-10,3661.98,Bank Transfer
203,35446,2023-10-20,4367.28,Cash
204,32682,2023-09-20,2834.37,Credit Card
205,75687,2023-06-13,2598.03,Credit Card
206,28422,2023-12-14,4803.61,Cash
207,34723,2023-06-26,2770.85,Credit Card
208,16130,2023-08-28,1387.88,Bank Transfer
209,56814,2023-05-28,2809.79,Credit Card
210,9872,2023-05-06,1545.91,Credit Card
211,90457,2023-01-09,2010.94,Bank Transfer
212,5318,2023-05-01,3206.77,Cash
213,63864,2023-08-11,1218.15,Cash
214,7058,2023-05-18,412.47,Cash
215,95409,2023-12-23,4399.73,Credit Card
216,97692,2023-01-11,4083.0,Cash
217,99940,2023-01-11,3335.8,Credit Card
218,29839,2023-03-28,3730.79,Cash
219,39751,2023-07-03,66.96,Credit Card
220,38389,2023-12-12,2217.94,Cash
221,95035,2023-04-17,2638.29,Cash
222,2023,2023-09-19,666.11,Credit Card
223,31709,2023-11-07,3303.36,Cash
224,3820,2023-05-15,3276.79,Cash
225,19707,2023-08-17,2944.98,Credit Card
226,68684,2023-09-16,3987.48,Credit Card
227,6722,2023-03-06,4726.46,Credit Card
228,53459,2023-06-13,2071.05,Bank Transfer
229,20667,2023-10-12,4185.58,Cash
230,4213,2023-12-27,3296.63,Bank Transfer
231,30452,2023-09-03,157.48,Cash
232,70983,2023-12-15,2421.46,Cash
233,81290,2023-10-18,2746.7,Credit Card
234,24358,2023-03-13,3273.13,Credit Card
235,32795,2023-08-28,2218.27,Cash
236,26931,2023-03-18,155.22,Cash
237,46724,2023-01-17,3297.41,Cash
238,73455,2023-06-26,363.69,Cash
239,79374,2023-03-18,3676.36,Credit Card
240,24784,2023-03-10,4469.72,Cash
241,42575,2023-06-14,3379.16,Credit Card
242,58973,2023-07-21,1054.75,Cash
243,83457,2023-07-11,2659.89,Cash
244,90067,2023-04-02,2097.29,Bank Transfer
245,47226,2023-02-03,841.84,Cash
246,50392,2023-09-23,3742.33,Credit Card
247,60395,2023-09-05,4903.02,Credit Card
248,89386,2023-04-19,1084.45,Cash
249,13082,2023-05-24,894.56,Credit Card
250,74913,2023-10-18,76.63,Bank Transfer
251,60478,2023-10-07,2338.73,Cash
252,20160,2023-05-07,1891.07,Cash
253,83371,2023-03-04,203.7,Credit Card
254,19890,2023-05-15,1613.92,Cash
255,46540,2023-05-23,3937.59,Bank Transfer
256,94983,2023-03-04,517.96,Cash
257,71458,2023-02-07,2037.49,Bank Transfer
258,26744,2023-05-15,3201.39,Credit Card
259,6700,2023-12-13,3834.77,Bank Transfer
260,46677,2023-01-03,4737.58,Cash
261,39665,2023-10-16,3783.45,Cash
262,66244,2023-09-14,4136.23,Bank Transfer
263,31427,2023-07-17,2516.06,Cash
264,8637,2023-08-03,3880.31,Bank Transfer
265,28089,2023-07-13,498.36,Bank Transfer
266,29261,2023-09-08,2008.81,Credit Card
267,57937,2023-03-18,1996.09,Bank Transfer
268,57915,2023-09-11,2907.92,Bank Transfer
269,99931,2023-01-20,2688.7,Cash
270,90525,2023-10-22,4753.31,Bank Transfer
271,92742,2023-07-17,1275.69,Cash
272,36324,2023-07-17,2967.36,Cash
273,90016,2023-08-28,322.84,Bank Transfer
274,69547,2023-02-23,4136.09,Cash
275,38903,2023-02-17,3416.57,Credit Card
276,51568,2023-07-04,3655.11,Credit Card
277,93194,2023-02-15,3544.55,Credit Card
278,69172,2023-04-18,2577.17,Cash
279,60963,2023-05-17,2420.33,Credit Card
280,92286,2023-02-11,2046.98,Credit Card
281,55241,2023-04-03,3383.0,Cash
282,8932,2023-02-07,2142.22,Credit Card
283,81098,2023-06-08,3381.84,Credit Card
284,3116,2023-10-27,816.11,Bank Transfer
285,42601,2023-09-21,1216.46,Credit Card
286,81123,2023-02-19,2522.43,Bank Transfer
287,30926,2023-07-19,3224.22,Bank Transfer
288,74900,2023-03-07,1922.64,Bank Transfer
289,35830,2023-05-03,3782.91,Bank Transfer
290,93934,2023-06-11,670.54,Credit Card
291,91491,2023-11-03,1886.36,Cash
292,97914,2023-03-27,1452.56,Cash
293,62188,2023-09-23,4297.81,Bank Transfer
294,95413,2023-01-09,3233.38,Cash
295,32866,2023-08-17,1121.7,Bank Transfer
296,73260,2023-10-02,2232.41,Cash
297,38974,2023-11-14,1845.21,Bank Transfer
298,70003,2023-07-21,1616.16,Cash
299,16125,2023-04-06,4314.35,Bank Transfer
300,44214,2023-02-17,506.43,Cash
301,58346,2023-12-05,4330.81,Cash
302,66133,2023-06-12,206.08,Credit Card
303,94140,2023-12-22,1434.34,Credit Card
304,82018,2023-12-08,4174.4,Bank Transfer
305,4495,2023-08-17,4372.47,Bank Transfer
306,96576,2023-05-03,633.38,Credit Card
307,9561,2023-09-08,70.55,Bank Transfer
308,30681,2023-04-20,1494.78,Credit Card
309,74066,2023-12-09,4206.36,Bank Transfer
310,68735,2023-07-03,1114.36,Bank Transfer
311,77976,2023-10-17,4502.82,Bank Transfer
312,35357,2023-01-15,975.66,Bank Transfer
313,56763,2023-10-01,2800.55,Cash
314,44668,2023-06-22,1636.54,Credit Card
315,47827,2023-02-28,1161.45,Credit Card
316,79818,2023-06-23,3593.66,Bank Transfer
317,40640,2023-12-23,4296.47,Bank Transfer
318,29645,2023-11-23,4162.59,Cash
319,4754,2023-07-27,4327.35,Bank Transfer
320,18556,2023-09-16,2936.54,Credit Card
321,25375,2023-10-21,3171.65,Credit Card
322,8916,2023-09-03,4663.45,Cash
323,97326,2023-11-23,2366.64,Credit Card
324,39522,2023-01-26,3173.57,Credit Card
325,99902,2023-06-10,3889.78,Credit Card
326,98856,2023-12-19,733.34,Credit Card
327,80584,2023-10-28,377.13,Credit Card
328,60775,2023-04-26,1370.49,Cash
329,17760,2023-11-17,4362.77,Credit Card
330,25528,2023-08-21,1728.55,Bank Transfer
331,20029,2023-06-21,4507.43,Credit Card
332,52101,2023-01-17,1921.48,Credit Card
333,68297,2023-08-16,1851.96,Credit Card
334,78295,2023-11-28,2512.96,Credit Card
335,86436,2023-12-11,4359.75,Bank Transfer
336,93999,2023-08-28,3892.12,Credit Card
337,2649,2023-10-06,4032.96,Cash
338,95070,2023-04-06,2025.25,Credit Card
339,26457,2023-08-02,4573.48,Bank Transfer
340,83806,2023-11-22,436.34,Bank Transfer
341,56424,2023-11-11,1291.67,Bank Transfer
342,56050,2023-02-02,1013.87,Cash
343,80253,2023-11-25,1712.3,Credit Card
344,54092,2023-03-24,4974.85,Cash
345,95762,2023-05-20,1608.47,Cash
346,90596,2023-08-15,2140.51,Bank Transfer
347,68818,2023-05-16,2513.3,Credit Card
348,47965,2023-03-10,757.42,Cash
349,32646,2023-08-25,4496.82,Cash
350,83345,2023-12-18,4447.75,Bank Transfer
351,63474,2023-09-17,4453.13,Credit Card
352,75913,2023-08-13,2387.66,Credit Card
353,68824,2023-11-23,3055.6,Cash
354,45683,2023-03-03,3493.26,Bank Transfer
355,24963,2023-10-15,339.58,Cash
356,63798,2023-11-15,4967.19,Credit Card
357,77614,2023-02-13,2992.96,Cash
358,52834,2023-06-21,297.12,Credit Card
359,61853,2023-01-02,540.61,Cash
360,6529,2023-11-25,109.34,Bank Transfer
361,40421,2023-07-28,1577.08,Credit Card
362,75463,2023-09-18,3111.66,Credit Card
363,46320,2023-11-26,4046.3,Cash
364,95510,2023-02-18,1966.34,Credit Card
365,21021,2023-02-02,4315.11,Bank Transfer
366,19671,2023-11-18,4980.82,Cash
367,90703,2023-04-08,878.32,Bank Transfer
368,70425,2023-01-21,3091.99,Bank Transfer
369,21962,2023-03-14,1318.37,Cash
370,68917,2023-09-26,2080.93,Bank Transfer
371,20188,2023-12-22,3036.01,Bank Transfer
372,18946,2023-11-08,562.29,Cash
373,49472,2023-10-01,1889.93,Bank Transfer
374,5371,2023-12-17,904.08,Cash
375,17032,2023-02-05,3812.24,Cash
376,15858,2023-11-13,2173.25,Cash
377,99126,2023-03-22,3580.21,Cash
378,86042,2023-09-27,3169.37,Bank Transfer
379,34963,2023-01-21,1488.38,Cash
380,70093,2023-07-05,4055.49,Bank Transfer
381,68198,2023-02-16,3926.45,Bank Transfer
382,82673,2023-02-26,1272.55,Cash
383,22879,2023-02-01,306.88,Bank Transfer
384,96396,2023-06-11,4488.68,Cash
385,11782,2023-05-20,3143.43,Bank Transfer
386,31969,2023-04-22,2020.11,Bank Transfer
387,31236,2023-03-03,616.35,Cash
388,81704,2023-02-12,341.44,Bank Transfer
389,86854,2023-07-05,4169.63,Bank Transfer
390,56029,2023-07-10,2379.61,Credit Card
391,82931,2023-05-05,4745.39,Bank Transfer
392,86412,2023-04-13,4485.05,Credit Card
393,4079,2023-12-05,2685.41,Credit Card
394,70425,2023-08-04,3962.39,Bank Transfer
395,56228,2023-11-06,614.2,Credit Card
396,30354,2023-04-27,4427.85,Credit Card
397,32088,2023-05-02,125.88,Cash
398,34992,2023-11-11,1922.46,Bank Transfer
399,20965,2023-12-03,2522.66,Cash
400,98270,2023-03-19,740.83,Credit Card
401,12398,2023-03-19,3767.47,Bank Transfer
402,95167,2023-05-13,2371.62,Bank Transfer
403,34,2023-08-24,3340.89,Cash
404,8260,2023-08-12,1003.52,Cash
405,29055,2023-02-25,3901.44,Credit Card
406,51419,2023-01-10,3917.69,Credit Card
407,90257,2023-07-02,1064.88,Credit Card
408,6239,2023-06-16,3948.38,Cash
409,93789,2023-01-15,1529.74,Bank Transfer
410,3551,2023-11-13,4317.08,Bank Transfer
411,86473,2023-05-07,2083.89,Cash
412,44300,2023-10-04,1694.22,Credit Card
413,64250,2023-09-20,3577.72,Bank Transfer
414,33558,2023-06-17,4467.21,Bank Transfer
415,94707,2023-08-25,4127.53,Bank Transfer
416,16806,2023-06-09,2738.52,Credit Card
417,4316,2023-02-27,2902.92,Credit Card
418,65387,2023-11-08,1578.45,Cash
419,45198,2023-01-28,581.41,Bank Transfer
420,5337,2023-09-12,2499.15,Bank Transfer
421,51185,2023-04-21,4275.96,Bank Transfer
422,54035,2023-11-14,740.01,Credit Card
423,62504,2023-11-02,3587.83,Cash
424,50302,2023-10-22,4049.68,Cash
425,63153,2023-09-03,2238.82,Cash
426,56918,2023-12-02,758.12,Bank Transfer
427,31244,2023-10-07,3015.48,Credit Card
428,85517,2023-01-25,1799.3,Cash
429,30862,2023-05-21,4108.01,Cash
430,18050,2023-06-11,4492.78,Cash
431,17062,2023-08-08,4451.12,Credit Card
432,63606,2023-04-12,895.34,Bank Transfer
433,45153,2023-09-26,1676.96,Credit Card
434,53764,2023-03-01,2169.27,Bank Transfer
435,72787,2023-01-16,4370.74,Bank Transfer
436,40161,2023-07-28,2984.9,Cash
437,88387,2023-07-25,4641.32,Credit Card
438,48351,2023-05-07,771.85,Cash
439,67177,2023-08-13,4573.86,Credit Card
440,73838,2023-06-06,1377.04,Bank Transfer
441,9163,2023-07-13,2924.57,Bank Transfer
442,78097,2023-06-14,140.35,Bank Transfer
443,92068,2023-03-21,175.67,Credit Card
444,77141,2023-03-05,1164.68,Cash
445,52488,2023-11-22,2451.63,Credit Card
446,60245,2023-04-06,933.7,Cash
447,29976,2023-03-10,1729.57,Credit Card
448,50773,2023-01-24,1191.01,Credit Card
449,60073,2023-11-08,2892.12,Credit Card
450,13145,2023-12-20,549.95,Credit Card
451,31038,2023-01-03,1948.16,Bank Transfer
452,40677,2023-07-06,2734.43,Cash
453,96714,2023-07-16,2994.65,Cash
454,71878,2023-07-14,4819.17,Credit Card
455,86077,2023-09-08,1113.26,Cash
456,38773,2023-12-11,2658.48,Cash
457,94249,2023-08-01,2265.03,Cash
458,31186,2023-12-09,1489.75,Credit Card
459,18758,2023-06-01,2697.14,Bank Transfer
460,65579,2023-06-19,267.44,Credit Card
461,79777,2023-02-10,4269.7,Bank Transfer
462,2230,2023-07-10,4877.29,Bank Transfer
463,20640,2023-09-08,2183.56,Bank Transfer
464,8992,2023-07-03,2122.31,Cash
465,30896,2023-08-20,405.67,Credit Card
466,72330,2023-08-27,819.9,Credit Card
467,91663,2023-07-11,2060.85,Cash
468,95129,2023-10-25,4420.92,Bank Transfer
469,97406,2023-10-02,4779.07,Bank Transfer
470,89045,2023-07-24,1313.85,Bank Transfer
471,58165,2023-06-17,3938.8,Bank Transfer
472,79603,2023-05-27,1647.22,Cash
473,49248,2023-01-01,484.81,Credit Card
474,33472,2023-06-16,3137.27,Cash
475,21958,2023-04-03,2652.19,Cash
476,32629,2023-08-25,977.75,Bank Transfer
477,24315,2023-04-01,2337.88,Cash
478,9823,2023-08-24,1377.95,Credit Card
479,95502,2023-09-19,276.86,Bank Transfer
480,25746,2023-03-21,2829.97,Bank Transfer
481,21958,2023-08-18,310.07,Credit Card
482,73820,2023-02-03,1121.85,Bank Transfer
483,23058,2023-09-03,456.85,Cash
484,74409,2023-08-15,608.97,Bank Transfer
485,48288,2023-11-12,4134.29,Credit Card
486,15863,2023-10-20,4303.64,Bank Transfer
487,91265,2023-03-11,2670.7,Bank Transfer
488,68055,2023-12-10,1389.21,Credit Card
489,97210,2023-04-14,2061.63,Bank Transfer
490,99629,2023-01-15,4463.13,Credit Card
491,62757,2023-05-15,1638.43,Bank Transfer
492,72886,2023-02-09,4389.58,Credit Card
493,23081,2023-04-18,1493.45,Cash
494,29016,2023-07-03,2462.87,Bank Transfer
495,21254,2023-06-23,4262.55,Bank Transfer
496,490,2023-10-08,2964.94,Credit Card
497,10245,2023-04-18,1981.81,Cash
498,43750,2023-09-01,3371.39,Cash
499,34790,2023-10-21,1414.8,Credit Card
500,73057,2023-09-28,4722.22,Bank Transfer
501,94599,2023-06-27,3350.65,Cash
502,36715,2023-06-24,251.0,Credit Card
503,68401,2023-12-19,954.48,Bank Transfer
504,84231,2023-04-01,4325.78,Bank Transfer
505,59826,2023-06-28,3007.56,Credit Card
506,77100,2023-11-02,4517.71,Cash
507,87406,2023-03-26,3371.85,Bank Transfer
508,47814,2023-04-23,1113.2,Bank Transfer
509,54041,2023-07-11,3056.67,Credit Card
510,94600,2023-09-07,547.25,Credit Card
511,47755,2023-05-16,2627.16,Bank Transfer
512,91207,2023-06-01,2375.07,Cash
513,41789,2023-08-06,4746.34,Cash
514,87270,2023-08-10,3914.02,Bank Transfer
515,82446,2023-11-23,2259.42,Cash
516,32927,2023-02-27,3212.43,Credit Card
517,88036,2023-10-08,4282.06,Bank Transfer
518,18715,2023-07-07,2672.97,Bank Transfer
519,62587,2023-12-18,3332.55,Cash
520,59546,2023-10-01,4727.53,Cash
521,50913,2023-07-10,3338.81,Bank Transfer
522,84422,2023-08-28,3958.11,Cash
523,63162,2023-06-05,3683.84,Bank Transfer
524,88636,2023-06-28,4591.25,Cash
525,77763,2023-03-07,133.78,Cash
526,75826,2023-07-22,2104.14,Bank Transfer
527,33040,2023-10-17,4766.5,Bank Transfer
528,62247,2023-05-17,1201.54,Bank Transfer
529,22066,2023-10-20,368.71,Cash
530,89498,2023-10-08,4049.0,Credit Card
531,88396,2023-03-23,4413.08,Bank Transfer
532,18275,2023-06-28,3105.93,Credit Card
533,41425,2023-04-05,2191.78,Credit Card
534,65081,2023-02-14,3686.23,Cash
535,90639,2023-09-25,477.57,Bank Transfer
536,20340,2023-07-25,2727.56,Bank Transfer
537,53245,2023-04-21,1097.44,Bank Transfer
538,48020,2023-01-06,2322.95,Cash
539,99564,2023-02-26,1306.88,Cash
540,23065,2023-01-10,2014.98,Credit Card
541,66306,2023-09-16,2542.63,Cash
542,83367,2023-12-18,4265.32,Bank Transfer
543,34825,2023-03-09,423.62,Cash
544,94768,2023-03-07,2788.86,Bank Transfer
545,11489,2023-05-19,1452.88,Bank Transfer
546,47167,2023-04-14,1210.88,Credit Card
547,18370,2023-06-18,106.1,Credit Card
548,51810,2023-06-16,4228.28,Credit Card
549,79096,2023-07-08,4812.65,Credit Card
550,28503,2023-11-08,3320.78,Credit Card
551,36197,2023-09-02,4090.15,Bank Transfer
552,59884,2023-08-19,2317.26,Bank Transfer
553,29276,2023-07-24,4469.43,Bank Transfer
554,17494,2023-03-02,1149.39,Credit Card
555,63969,2023-04-17,859.23,Bank Transfer
556,40147,2023-04-06,3290.99,Credit Card
557,63996,2023-04-04,1330.45,Credit Card
558,72381,2023-10-21,4497.14,Cash
559,24229,2023-06-21,1899.4,Credit Card
560,36611,2023-07-08,4462.95,Bank Transfer
561,88686,2023-08-17,3133.12,Credit Card
562,77219,2023-04-01,4718.07,Credit Card
563,22692,2023-04-23,3828.78,Credit Card
564,76223,2023-08-20,1433.51,Credit Card
565,9520,2023-03-03,1291.65,Cash
566,95988,2023-06-12,152.49,Credit Card
567,4081,2023-02-11,2131.44,Bank Transfer
568,85269,2023-06-04,1201.07,Cash
569,77701,2023-01-16,4455.59,Cash
570,3167,2023-11-17,4723.18,Bank Transfer
571,64570,2023-03-23,4921.09,Credit Card
572,70654,2023-08-02,3900.33,Cash
573,70882,2023-06-01,2733.13,Cash
574,99383,2023-04-12,4143.49,Cash
575,72053,2023-07-20,901.02,Credit Card
576,53353,2023-07-21,4987.83,Bank Transfer
577,31410,2023-09-20,1922.96,Bank Transfer
578,15901,2023-05-07,1643.97,Cash
579,37376,2023-09-07,3755.34,Bank Transfer
580,8391,2023-10-27,1691.57,Credit Card
581,70986,2023-11-10,973.85,Credit Card
582,31233,2023-03-17,518.91,Credit Card
583,78229,2023-12-05,1363.59,Credit Card
584,62862,2023-08-17,4122.72,Bank Transfer
585,65171,2023-02-20,1999.6,Bank Transfer
586,41648,2023-04-04,3920.13,Bank Transfer
587,68072,2023-06-12,316.09,Cash
588,57425,2023-06-19,4843.78,Cash
589,37062,2023-11-01,4811.32,Credit Card
590,46210,2023-09-15,2227.34,Cash
591,27548,2023-04-11,3935.29,Credit Card
592,30814,2023-05-11,3728.75,Bank Transfer
593,78550,2023-01-21,382.01,Bank Transfer
594,63842,2023-04-02,4008.65,Bank Transfer
595,7533,2023-07-11,2059.23,Cash
596,52114,2023-09-22,2499.45,Credit Card
597,56596,2023-12-26,3166.38,Cash
598,73584,2023-07-26,4724.95,Credit Card
599,57311,2023-04-09,554.75,Cash
600,32776,2023-08-04,1566.43,Cash
601,58415,2023-08-21,1558.73,Bank Transfer
602,10298,2023-09-17,3262.58,Credit Card
603,92632,2023-08-11,562.12,Cash
604,8877,2023-12-21,1616.11,Cash
605,96892,2023-10-14,1058.67,Cash
606,72945,2023-02-13,201.46,Cash
607,38975,2023-10-11,568.97,Bank Transfer
608,36347,2023-08-24,823.64,Cash
609,73716,2023-12-25,2847.47,Cash
610,55230,2023-01-06,4096.42,Cash
611,889,2023-06-22,2563.04,Bank Transfer
612,77042,2023-05-09,4522.32,Cash
