Payment ID,Invoice ID,Payment Date,Amount Paid,Payment Method
752,33873,2023-02-17,4834.5,Bank Transfer
753,71903,2023-05-20,2567.68,Credit Card
756,24080,2023-04-13,486.71,Cash
759,49696,2023-04-04,1417.22,Bank Transfer
765,39685,2023-06-10,1526.32,Bank Transfer
770,47203,2023-08-12,2119.01,Credit Card
771,57571,2023-02-07,3486.01,Cash
772,32472,2023-12-15,465.69,Bank Transfer
774,8324,2023-08-19,3054.02,Cash
778,35753,2023-11-01,1099.96,Credit Card
780,56917,2023-01-23,1530.64,Cash
782,15802,2023-09-07,2458.22,Cash
783,64327,2023-08-20,1580.1,Bank Transfer
784,36749,2023-04-20,4433.47,Credit Card
792,56530,2023-06-23,371.53,Cash
794,98039,2023-01-18,2485.94,Cash
798,36709,2023-06-23,3060.48,Bank Transfer
800,32850,2023-04-07,2299.53,Cash
802,27654,2023-09-06,3107.93,Cash
808,58247,2023-02-22,3054.18,Bank Transfer
809,91903,2023-03-01,1513.6,Bank Transfer
814,86861,2023-08-07,3748.2,Bank Transfer
816,95033,2023-10-05,3518.75,Cash
817,54158,2023-07-24,1590.68,Cash
819,89472,2023-06-13,3436.72,Credit Card
820,61680,2023-01-16,2551.78,Credit Card
824,1586,2023-06-27,1564.14,Credit Card
825,27153,2023-12-28,655.37,Credit Card
826,47140,2023-09-04,2587.38,Cash
828,51366,2023-07-07,1209.99,Cash
834,24704,2023-06-14,1272.58,Bank Transfer
838,72324,2023-11-01,3675.1,Credit Card
843,72069,2023-08-20,2384.74,Credit Card
846,84087,2023-02-21,4240.99,Credit Card
847,70096,2023-01-13,3679.81,Bank Transfer
855,84263,2023-11-02,3729.07,Cash
859,28618,2023-12-26,2916.33,Credit Card
860,51301,2023-01-26,1168.84,Cash
861,97625,2023-02-07,980.92,Cash
862,96086,2023-12-16,2889.96,Credit Card
863,98436,2023-02-22,3798.24,Credit Card
866,35891,2023-10-18,2325.96,Cash
868,39865,2023-02-02,921.63,Bank Transfer
875,80026,2023-09-27,960.42,Cash
878,68423,2023-06-13,3406.2,Credit Card
879,81056,2023-04-11,4874.52,Credit Card
880,67649,2023-12-08,710.87,Cash
882,15847,2023-12-03,2040.38,Bank Transfer
885,76676,2023-02-20,477.03,Credit Card
891,20070,2023-07-09,3980.21,Credit Card
892,76288,2023-10-07,4466.49,Cash
894,24456,2023-04-15,2340.18,Bank Transfer
895,61337,2023-03-27,3531.94,Cash
897,49608,2023-02-26,1656.74,Bank Transfer
900,1274,2023-07-14,614.52,Bank Transfer
901,9048,2023-04-11,3799.47,Credit Card
902,53287,2023-12-01,4394.62,Cash
905,41296,2023-04-11,1770.95,Bank Transfer
907,88616,2023-05-28,800.2,Cash
918,17883,2023-12-07,238.96,Cash
924,96571,2023-06-03,459.92,Credit Card
928,96519,2023-12-27,3178.0,Bank Transfer
930,1125,2023-03-25,4832.82,Cash
938,35405,2023-06-06,3281.16,Bank Transfer
939,6519,2023-11-23,1866.41,Bank Transfer
942,25742,2023-10-19,735.42,Bank Transfer
946,79872,2023-10-23,1664.74,Cash
950,56283,2023-08-13,814.56,Credit Card
951,18912,2023-09-26,445.24,Credit Card
952,812,2023-12-20,3782.9,Bank Transfer
955,87045,2023-04-24,1404.57,Credit Card
959,25957,2023-05-06,692.41,Credit Card
961,35587,2023-02-11,4496.96,Credit Card
967,75827,2023-03-18,4492.31,Credit Card
973,87706,2023-12-24,3728.73,Bank Transfer
974,47303,2023-06-17,1403.12,Bank Transfer
978,86231,2023-09-12,2619.69,Cash
980,62175,2023-02-22,700.67,Credit Card
981,13546,2023-08-27,3635.57,Bank Transfer
987,77223,2023-05-09,995.29,Cash
989,9786,2023-08-10,1952.88,Credit Card
993,14213,2023-12-20,4510.04,Credit Card
998,58536,2023-07-24,1176.57,Credit Card
1005,91280,2023-06-25,2800.21,Bank Transfer
1006,73265,2023-05-21,2758.64,Cash
1013,24744,2023-05-27,1833.35,Bank Transfer
1018,36791,2023-12-20,2308.39,Credit Card
1022,77230,2023-07-19,143.83,Cash
1023,94856,2023-06-16,1693.92,Bank Transfer
1024,89312,2023-05-07,4555.69,Cash
1029,52357,2023-02-26,3344.24,Credit Card
1031,78145,2023-02-27,4826.41,Bank Transfer
1035,93168,2023-11-19,1832.27,Credit Card
1038,36921,2023-05-11,3188.94,Credit Card
1047,20099,2023-05-02,3884.48,Bank Transfer
1050,7048,2023-08-20,3144.1,Credit Card
1054,94435,2023-10-12,4893.92,Cash
1057,15640,2023-12-02,4296.02,Cash
1060,25745,2023-06-14,871.98,Cash
1061,62532,2023-09-23,4662.21,Cash
1065,79962,2023-06-17,1123.98,Bank Transfer
1072,25289,2023-01-28,4831.07,Cash
1080,79125,2023-12-04,4540.46,Cash
1081,84898,2023-02-12,1494.54,Credit Card
1088,6078,2023-01-08,4613.24,Cash
1089,94549,2023-09-12,1194.28,Bank Transfer
1091,82143,2023-09-03,3855.96,Cash
1092,92250,2023-11-07,2781.32,Cash
1093,1926,2023-08-19,3379.17,Cash
1097,13664,2023-08-09,1382.87,Credit Card
1099,94655,2023-02-24,3021.39,Bank Transfer
1101,34889,2023-01-23,4883.19,Bank Transfer
1105,98470,2023-03-06,4350.07,Credit Card
1106,20938,2023-10-28,1508.02,Credit Card
1116,68320,2023-07-06,4264.46,Cash
1118,49759,2023-12-10,3092.52,Bank Transfer
1119,89762,2023-01-07,3693.12,Bank Transfer
1121,94310,2023-12-01,923.94,Credit Card
1122,57812,2023-04-27,3838.33,Cash
1123,78633,2023-07-03,178.25,Credit Card
1124,23597,2023-08-05,2407.25,Cash
1128,77638,2023-11-17,4026.74,Credit Card
1131,93485,2023-01-14,1809.18,Bank Transfer
1134,2728,2023-03-24,4553.42,Bank Transfer
1137,70958,2023-11-03,1506.1,Credit Card
1143,97859,2023-04-01,3964.75,Bank Transfer
1145,96359,2023-10-27,1756.39,Bank Transfer
1146,89437,2023-03-24,1100.09,Credit Card
1149,53589,2023-02-11,3363.74,Bank Transfer
1154,30311,2023-10-01,2524.71,Cash
1157,5163,2023-12-19,4435.47,Bank Transfer
1159,8561,2023-03-26,2505.39,Cash
1161,40468,2023-09-16,1511.83,Bank Transfer
1163,32916,2023-07-18,4336.89,Cash
1175,81675,2023-10-12,705.99,Cash
1176,58801,2023-04-07,791.96,Bank Transfer
1177,97450,2023-07-06,734.5,Bank Transfer
1178,23340,2023-03-27,4354.51,Bank Transfer
1185,33543,2023-02-24,4588.89,Credit Card
1187,19480,2023-09-26,1446.56,Cash
1190,52820,2023-01-14,2337.18,Credit Card
1193,52166,2023-10-19,1307.32,Credit Card
1196,93484,2023-04-09,1619.58,Credit Card
1197,71427,2023-01-07,2005.46,Credit Card
1198,52735,2023-03-17,886.5,Bank Transfer
1205,75543,2023-01-28,1335.78,Bank Transfer
1208,95014,2023-09-22,4888.41,Credit Card
1210,60797,2023-08-16,2275.69,Credit Card
1216,78817,2023-12-28,503.44,Bank Transfer
1219,24777,2023-02-10,1363.46,Bank Transfer
1220,270,2023-03-23,2873.47,Credit Card
1225,2887,2023-01-07,1279.19,Cash
1233,47515,2023-09-27,4598.56,Cash
1236,66309,2023-09-27,3602.86,Bank Transfer
1238,45205,2023-05-03,107.97,Cash
1240,77156,2023-12-20,2547.61,Cash
1241,43679,2023-03-17,917.53,Bank Transfer
1242,72409,2023-09-06,266.15,Credit Card
1247,66985,2023-04-12,1499.97,Credit Card
1248,61610,2023-09-25,4576.23,Bank Transfer
1249,89388,2023-04-21,3288.34,Cash
1250,22719,2023-09-09,4984.98,Credit Card
1262,93298,2023-06-09,897.68,Cash
1263,1180,2023-10-27,4358.87,Credit Card
1268,65808,2023-10-05,1334.6,Credit Card
1272,54855,2023-12-27,1300.91,Credit Card
1276,72432,2023-09-17,1895.24,Credit Card
1278,78296,2023-09-01,4752.04,Credit Card
1281,19613,2023-11-02,4979.56,Cash
1283,26990,2023-04-14,931.56,Bank Transfer
1286,9311,2023-08-28,1113.67,Cash
1287,66466,2023-03-02,1787.56,Bank Transfer
1293,98733,2023-10-12,4147.42,Cash
1296,79888,2023-08-06,1566.12,Credit Card
1298,34490,2023-05-25,2116.71,Bank Transfer
1303,46886,2023-01-02,3286.76,Cash
1305,26540,2023-07-28,3074.83,Cash
1310,1284,2023-05-21,2518.72,Credit Card
1311,73114,2023-05-24,1811.09,Bank Transfer
1317,7928,2023-07-28,4093.36,Bank Transfer
1324,10596,2023-03-26,4094.81,Credit Card
1331,53762,2023-11-03,1163.7,Bank Transfer
1333,97815,2023-05-15,220.17,Cash
1345,85068,2023-12-15,4757.3,Credit Card
1351,65882,2023-09-18,3254.67,Bank Transfer
1353,81331,2023-07-10,2501.98,Bank Transfer
1354,63730,2023-09-19,284.98,Bank Transfer
1358,3376,2023-07-08,3501.86,Credit Card
1362,60078,2023-06-19,500.35,Credit Card
1363,47458,2023-04-14,4587.14,Cash
1367,28960,2023-05-10,1793.79,Credit Card
1371,99637,2023-05-20,390.13,Cash
1372,24008,2023-03-04,385.86,Credit Card
1373,74473,2023-01-02,3254.19,Cash
1374,37236,2023-09-20,795.17,Cash
1376,95834,2023-07-23,1899.2,Credit Card
1377,72019,2023-03-02,4833.01,Cash
1379,87962,2023-10-04,4637.14,Credit Card
1383,7057,2023-10-03,2674.64,Bank Transfer
1386,29760,2023-07-10,710.22,Credit Card
1387,12835,2023-10-23,2042.33,Bank Transfer
1391,99958,2023-09-09,2312.58,Cash
1395,18486,2023-03-07,937.69,Cash
1396,81546,2023-09-03,3917.11,Credit Card
1399,68093,2023-05-27,2988.64,Bank Transfer
1403,25393,2023-04-04,1518.67,Bank Transfer
1406,4674,2023-10-13,3493.48,Credit Card
1407,43526,2023-01-06,465.65,Cash
1410,39992,2023-03-13,474.11,Credit Card
1412,42819,2023-04-05,1075.83,Bank Transfer
1416,92923,2023-06-11,4417.55,Credit Card
1418,19345,2023-09-21,2245.58,Bank Transfer
1421,84987,2023-02-27,3789.4,Bank Transfer
1423,79324,2023-07-18,3582.91,Cash
1425,34604,2023-12-07,2072.52,Cash
1428,95776,2023-04-04,1278.3,Credit Card
1429,54886,2023-03-20,2800.83,Bank Transfer
1434,11450,2023-03-03,1517.76,Bank Transfer
1435,41193,2023-12-11,3975.59,Credit Card
1436,44254,2023-05-05,3991.68,Cash
1441,51074,2023-10-19,1577.85,Credit Card
1442,62928,2023-07-19,1695.29,Cash
1448,75132,2023-01-24,387.36,Cash
1451,43395,2023-10-16,4064.83,Cash
1456,79219,2023-06-03,2323.13,Credit Card
1462,13919,2023-12-21,1823.86,Cash
1463,95377,2023-01-18,2223.28,Credit Card
1466,95193,2023-09-16,332.45,Bank Transfer
1467,1005,2023-12-04,1587.97,Bank Transfer
1472,68496,2023-01-06,2182.23,Credit Card
1473,94864,2023-12-09,4356.64,Cash
1481,93816,2023-05-01,1118.74,Cash
1482,48915,2023-02-08,1263.19,Bank Transfer
1486,32015,2023-06-07,4435.32,Bank Transfer
1488,5393,2023-04-26,2880.04,Cash
1493,12461,2023-06-18,1802.15,Cash
1495,39558,2023-05-25,296.24,Credit Card
1498,3121,2023-09-16,3467.07,Bank Transfer
1501,37589,2023-09-27,3401.28,Credit Card
1504,36385,2023-03-21,4007.75,Credit Card
1515,35180,2023-10-17,1458.7,Cash
1519,37271,2023-11-03,2735.44,Credit Card
1523,87365,2023-08-01,541.01,Bank Transfer
1534,24379,2023-03-27,3139.84,Credit Card
1535,59061,2023-10-18,2364.37,Credit Card
1536,89963,2023-06-09,1211.44,Bank Transfer
1539,83124,2023-02-03,202.18,Bank Transfer
1544,85210,2023-05-23,1959.91,Credit Card
1559,61981,2023-02-11,2136.59,Cash
1565,75002,2023-10-22,4012.2,Cash
1566,27467,2023-02-27,153.35,Cash
1568,81408,2023-11-16,621.26,Credit Card
1569,89516,2023-05-23,953.67,Credit Card
1572,10892,2023-06-21,3248.63,Cash
1576,78168,2023-06-20,4256.35,Cash
1579,40239,2023-12-25,279.49,Bank Transfer
1580,97551,2023-07-17,1156.32,Credit Card
1581,12802,2023-06-14,4773.41,Bank Transfer
1585,82928,2023-01-18,3904.93,Cash
1592,54110,2023-03-05,378.63,Bank Transfer
1593,90508,2023-11-12,3593.09,Credit Card
1595,89065,2023-11-07,3715.59,Bank Transfer
1596,25274,2023-03-17,1627.77,Bank Transfer
1600,80202,2023-12-25,3131.19,Bank Transfer
1601,79347,2023-04-05,4471.28,Credit Card
1602,61479,2023-08-21,4188.84,Cash
1605,74956,2023-11-25,4331.31,Cash
1606,20799,2023-02-13,4622.36,Cash
1613,91903,2023-09-16,1956.61,Bank Transfer
1615,78733,2023-02-02,2655.45,Bank Transfer
1622,87552,2023-03-09,2160.89,Cash
1624,60196,2023-06-15,2388.11,Cash
1633,94705,2023-08-01,1732.5,Cash
1634,15817,2023-11-05,230.15,Credit Card
1636,14139,2023-05-10,3576.32,Credit Card
1639,87594,2023-10-14,4771.88,Credit Card
1640,37005,2023-02-06,1926.83,Bank Transfer
1645,91728,2023-09-15,1534.74,Bank Transfer
1646,6554,2023-12-24,1029.81,Cash
1650,41362,2023-11-08,810.22,Credit Card
1653,31015,2023-01-23,3457.75,Bank Transfer
1659,41360,2023-03-19,3093.98,Credit Card
1668,48734,2023-10-23,1402.32,Credit Card
1673,996,2023-10-22,3224.81,Cash
1677,39877,2023-06-02,2099.73,Cash
1679,33674,2023-05-12,517.4,Cash
1682,30451,2023-10-20,1860.12,Bank Transfer
1684,55967,2023-05-08,502.19,Cash
1689,64206,2023-01-08,1794.58,Cash
1690,65213,2023-12-18,3829.29,Credit Card
1691,78515,2023-04-13,773.63,Credit Card
1694,47961,2023-08-06,3251.2,Cash
1695,62547,2023-02-14,1810.94,Cash
1704,30755,2023-07-02,2729.36,Credit Card
1714,2073,2023-12-21,1501.65,Credit Card
1717,59999,2023-12-24,4724.33,Cash
1721,95228,2023-01-01,4817.64,Credit Card
1724,47159,2023-01-23,3396.43,Credit Card
1727,45354,2023-07-23,3183.22,Cash
1729,14913,2023-06-01,2851.55,Credit Card
1731,29228,2023-09-09,1669.49,Bank Transfer
1732,52616,2023-07-04,1997.11,Bank Transfer
1733,9115,2023-02-08,1959.71,Bank Transfer
1735,63465,2023-02-01,4064.01,Bank Transfer
1742,94426,2023-07-04,1158.76,Credit Card
1749,36257,2023-02-12,4731.31,Credit Card
1751,47527,2023-01-01,471.33,Bank Transfer
1753,9608,2023-01-09,3234.05,Cash
1755,87134,2023-02-01,4974.6,Bank Transfer
1757,25066,2023-02-20,3438.69,Credit Card
1759,46373,2023-05-02,1763.44,Credit Card
1762,71247,2023-10-25,896.07,Cash
1771,34447,2023-01-27,1122.34,Cash
1773,37811,2023-10-26,4145.73,Bank Transfer
1774,15931,2023-07-24,4937.02,Credit Card
1775,14554,2023-04-05,1798.9,Cash
1776,39992,2023-01-14,4422.99,Bank Transfer
1778,89658,2023-07-24,890.7,Credit Card
1779,21288,2023-08-28,3529.68,Credit Card
1782,82794,2023-11-17,1458.67,Credit Card
1793,68671,2023-01-08,4634.04,Credit Card
1794,59496,2023-01-26,551.0,Credit Card
1796,18593,2023-09-22,3328.33,Cash
1797,56364,2023-07-01,4568.5,Credit Card
1798,18336,2023-10-10,1600.21,Credit Card
1804,29995,2023-04-17,1382.47,Bank Transfer
1808,66799,2023-11-12,4415.36,Credit Card
1813,61662,2023-11-20,4135.89,Credit Card
1826,80334,2023-01-21,1988.17,Cash
1833,4705,2023-06-28,3727.47,Bank Transfer
1835,2114,2023-04-28,2803.63,Bank Transfer
1836,89745,2023-03-13,1195.82,Bank Transfer
1837,31405,2023-06-01,2900.07,Cash
1838,60753,2023-02-11,1096.97,Cash
1839,84965,2023-04-08,4618.71,Credit Card
1843,36775,2023-03-03,3607.09,Credit Card
1851,48171,2023-04-19,1826.86,Credit Card
1852,44710,2023-01-08,537.77,Cash
1853,4896,2023-03-24,859.16,Bank Transfer
1857,41607,2023-07-10,1303.07,Bank Transfer
1865,60197,2023-06-07,3779.09,Credit Card
1873,36801,2023-12-27,3924.68,Bank Transfer
1874,13351,2023-07-14,4647.31,Credit Card
1877,81919,2023-09-09,1092.05,Cash
1878,17883,2023-10-24,2465.92,Credit Card
1880,36040,2023-08-05,2097.95,Cash
1883,94857,2023-10-26,4819.64,Cash
1885,89438,2023-11-06,1417.82,Cash
1887,85160,2023-05-18,2232.27,Bank Transfer
1890,1888,2023-01-06,209.3,Bank Transfer
1892,42132,2023-03-04,1514.39,Credit Card
1905,12267,2023-03-08,2574.5,Bank Transfer
1906,30996,2023-03-01,3649.73,Credit Card
1911,68423,2023-03-10,4594.34,Cash
1913,75130,2023-09-13,421.4,Bank Transfer
1921,21382,2023-12-03,2787.55,Bank Transfer
1922,54063,2023-01-01,3677.85,Bank Transfer
1925,86615,2023-06-07,4532.97,Cash
1928,56456,2023-05-13,4493.34,Cash
1941,94442,2023-06-11,2444.3,Bank Transfer
1943,46251,2023-09-11,1695.32,Credit Card
1945,59902,2023-03-14,4651.79,Bank Transfer
1949,46926,2023-05-13,2492.68,Credit Card
1951,96283,2023-01-11,1781.82,Credit Card
1953,36940,2023-07-27,2753.72,Bank Transfer
1958,45733,2023-10-05,1527.01,Bank Transfer
1959,54429,2023-10-03,2365.93,Cash
1960,7468,2023-05-06,2825.74,Bank Transfer
1963,12048,2023-07-27,1610.54,Credit Card
1965,29966,2023-04-01,249.15,Cash
1967,51804,2023-12-11,1614.12,Cash
1972,21595,2023-03-21,1414.27,Credit Card
1975,23918,2023-10-01,3925.3,Credit Card
1976,60310,2023-10-02,4724.8,Bank Transfer
1977,73296,2023-02-14,1565.91,Cash
1978,66228,2023-10-27,1387.8,Cash
1980,34357,2023-10-03,3779.0,Credit Card
1981,55226,2023-08-11,532.62,Credit Card
1987,30788,2023-07-16,2029.57,Cash
1988,74762,2023-01-12,2665.32,Cash
1992,60184,2023-12-15,84.67,Cash
1994,22006,2023-07-26,4003.4,Credit Card
1995,84543,2023-03-02,1663.27,Cash
2004,55329,2023-12-08,2757.94,Credit Card
2008,88518,2023-07-05,62.43,Cash
2009,31451,2023-04-13,4694.71,Bank Transfer
2010,44867,2023-11-14,2510.78,Bank Transfer
2017,70898,2023-10-25,735.91,Cash
2018,46934,2023-01-24,4526.2,Cash
2022,81596,2023-11-08,2917.03,Bank Transfer
2023,58789,2023-07-07,665.18,Credit Card
2025,81639,2023-01-18,243.08,Bank Transfer
2027,96048,2023-04-02,211.38,Cash
2037,22249,2023-08-23,2646.83,Credit Card
2040,38256,2023-01-24,222.94,Bank Transfer
2043,54640,2023-05-08,3111.98,Cash
2044,34429,2023-04-02,2898.9,Cash
2052,76324,2023-04-17,189.57,Bank Transfer
2054,82659,2023-12-12,3811.02,Bank Transfer
2057,69674,2023-01-19,3383.82,Credit Card
2058,59842,2023-09-20,3212.45,Bank Transfer
2060,45387,2023-08-05,4051.03,Bank Transfer
2065,68819,2023-05-25,1639.77,Cash
