Invoice ID,Claim ID,Invoice Date,Due Date,Amount,Status
251,251,2023-10-25,2023-05-19,1290.39,Unpaid
252,252,2023-04-21,2023-06-15,3062.5,Unpaid
259,259,2023-10-08,2023-04-07,3061.88,Unpaid
261,261,2023-07-09,2023-06-23,4272.04,Paid
266,266,2023-07-13,2023-01-28,1898.31,Overdue
267,267,2023-11-28,2023-04-20,2055.29,Overdue
268,268,2023-11-04,2023-10-14,3481.89,Overdue
269,269,2023-09-09,2023-10-07,3008.29,Unpaid
270,270,2023-02-05,2023-02-27,4752.43,Unpaid
274,274,2023-08-13,2023-11-16,4485.31,Unpaid
275,275,2023-04-20,2023-11-07,973.47,Unpaid
282,282,2023-07-02,2023-05-27,2739.68,Unpaid
285,285,2023-06-01,2023-03-27,199.0,Paid
286,286,2023-11-23,2023-08-06,1441.29,Overdue
289,289,2023-03-21,2023-03-24,2548.31,Unpaid
292,292,2023-08-08,2023-01-01,4688.62,Unpaid
293,293,2023-11-02,2023-01-01,3299.39,Unpaid
295,295,2023-08-13,2023-01-20,177.55,Paid
299,299,2023-03-27,2023-06-01,1770.15,Paid
302,302,2023-01-15,2023-02-28,4380.25,Paid
305,305,2023-08-09,2023-11-21,4689.08,Overdue
307,307,2023-06-25,2023-08-07,2811.36,Overdue
313,313,2023-10-22,2023-02-24,417.1,Paid
314,314,2023-05-07,2023-11-01,4837.15,Unpaid
319,319,2023-01-19,2023-05-11,3606.13,Paid
320,320,2023-01-07,2023-11-07,2932.43,Unpaid
326,326,2023-09-02,2023-01-01,4309.74,Paid
330,330,2023-01-19,2023-06-28,3632.15,Overdue
334,334,2023-03-24,2023-09-01,4332.27,Overdue
337,337,2023-03-25,2023-06-15,3929.0,Overdue
338,338,2023-03-24,2023-04-17,4605.5,Paid
341,341,2023-09-04,2023-03-09,4689.83,Unpaid
344,344,2023-08-15,2023-10-25,4164.2,Overdue
347,347,2023-11-09,2023-08-04,1079.51,Unpaid
349,349,2023-03-09,2023-08-14,4703.84,Paid
352,352,2023-12-23,2023-03-06,1653.56,Paid
359,359,2023-12-07,2023-05-03,4626.44,Paid
363,363,2023-06-28,2023-02-08,892.73,Paid
366,366,2023-03-22,2023-07-04,4426.38,Paid
368,368,2023-02-09,2023-05-28,2502.09,Paid
369,369,2023-10-20,2023-06-27,2696.23,Paid
378,378,2023-03-04,2023-07-17,2698.7,Paid
380,380,2023-12-13,2023-03-01,2282.02,Overdue
384,384,2023-12-06,2023-05-17,1308.41,Paid
385,385,2023-07-03,2023-08-16,1286.72,Unpaid
388,388,2023-11-09,2023-10-14,3883.58,Paid
392,392,2023-08-17,2023-09-11,2998.56,Overdue
393,393,2023-12-19,2023-06-15,3454.75,Overdue
398,398,2023-10-23,2023-04-15,3135.36,Unpaid
399,399,2023-09-14,2023-04-28,3071.65,Unpaid
407,407,2023-10-11,2023-11-24,2470.68,Overdue
408,408,2023-11-28,2023-02-04,2115.43,Paid
409,409,2023-03-15,2023-11-21,2712.38,Overdue
414,414,2023-05-15,2023-01-11,1753.64,Unpaid
418,418,2023-08-23,2023-10-13,2843.99,Overdue
421,421,2023-08-08,2023-11-17,3509.17,Paid
439,439,2023-01-09,2023-12-09,4121.93,Paid
441,441,2023-03-16,2023-07-11,4795.17,Unpaid
442,442,2023-02-01,2023-05-09,4765.17,Paid
444,444,2023-04-26,2023-06-20,2229.57,Overdue
449,449,2023-12-04,2023-09-11,2455.45,Overdue
453,453,2023-06-15,2023-09-06,2890.01,Unpaid
455,455,2023-10-06,2023-08-10,1061.33,Unpaid
457,457,2023-11-09,2023-07-23,4244.77,Unpaid
459,459,2023-11-17,2023-06-19,1644.98,Paid
460,460,2023-08-02,2023-03-09,2320.95,Unpaid
461,461,2023-08-17,2023-03-01,2259.93,Paid
462,462,2023-05-02,2023-02-25,2211.92,Paid
464,464,2023-09-18,2023-10-13,907.37,Paid
467,467,2023-01-22,2023-05-26,3379.63,Overdue
471,471,2023-02-08,2023-06-01,2177.13,Paid
475,475,2023-11-24,2023-02-04,4341.61,Paid
483,483,2023-07-14,2023-05-26,864.73,Overdue
484,484,2023-05-04,2023-02-20,2083.7,Paid
486,486,2023-03-17,2023-04-16,2022.18,Paid
491,491,2023-05-28,2023-04-09,3837.08,Overdue
492,492,2023-12-27,2023-08-28,1975.76,Paid
493,493,2023-11-11,2023-05-17,756.34,Overdue
498,498,2023-02-15,2023-04-15,3516.4,Paid
499,499,2023-01-10,2023-02-08,1912.94,Overdue
501,501,2023-06-02,2023-10-14,2999.92,Paid
504,504,2023-05-18,2023-03-05,4641.33,Unpaid
510,510,2023-06-12,2023-11-01,348.06,Paid
517,517,2023-09-16,2023-04-22,595.6,Overdue
522,522,2023-05-03,2023-02-06,213.32,Paid
525,525,2023-03-27,2023-05-23,272.26,Paid
526,526,2023-12-14,2023-09-11,178.5,Paid
528,528,2023-01-22,2023-12-01,3231.8,Unpaid
532,532,2023-04-27,2023-11-09,1103.09,Overdue
535,535,2023-09-20,2023-05-28,573.77,Unpaid
548,548,2023-12-24,2023-10-22,2446.36,Unpaid
551,551,2023-10-11,2023-07-19,4653.95,Unpaid
553,553,2023-02-17,2023-07-13,4302.59,Unpaid
554,554,2023-09-05,2023-11-25,4719.72,Overdue
556,556,2023-03-06,2023-02-11,2013.34,Unpaid
558,558,2023-06-08,2023-10-11,676.7,Overdue
559,559,2023-04-18,2023-03-10,2168.09,Paid
561,561,2023-11-23,2023-09-17,4282.75,Unpaid
566,566,2023-03-10,2023-09-05,189.83,Overdue
568,568,2023-06-26,2023-03-01,4695.48,Unpaid
580,580,2023-11-21,2023-10-02,4883.06,Paid
581,581,2023-09-26,2023-07-15,126.66,Paid
583,583,2023-02-17,2023-05-28,1490.05,Overdue
585,585,2023-11-21,2023-06-18,173.9,Unpaid
587,587,2023-05-21,2023-12-26,4853.77,Paid
588,588,2023-12-09,2023-10-12,4895.05,Paid
591,591,2023-10-08,2023-06-01,1972.15,Paid
596,596,2023-03-09,2023-03-17,3521.34,Overdue
602,602,2023-06-13,2023-06-27,2755.82,Paid
609,609,2023-09-07,2023-02-01,1020.1,Unpaid
620,620,2023-07-20,2023-07-08,3592.74,Paid
621,621,2023-02-15,2023-02-04,4896.31,Paid
627,627,2023-11-06,2023-06-07,1230.84,Overdue
632,632,2023-02-24,2023-03-18,2612.53,Unpaid
638,638,2023-12-04,2023-08-14,1028.95,Paid
639,639,2023-10-25,2023-01-22,3488.43,Overdue
640,640,2023-08-10,2023-07-03,1204.67,Paid
642,642,2023-01-16,2023-01-28,4030.02,Unpaid
649,649,2023-02-10,2023-07-24,2878.66,Overdue
654,654,2023-10-05,2023-08-23,3921.13,Overdue
657,657,2023-10-26,2023-05-13,755.48,Paid
660,660,2023-02-23,2023-04-01,4146.86,Paid
662,662,2023-01-01,2023-02-02,1398.93,Paid
663,663,2023-07-01,2023-08-18,3350.39,Unpaid
666,666,2023-11-25,2023-05-07,1274.08,Paid
670,670,2023-12-23,2023-12-08,3718.55,Unpaid
673,673,2023-06-25,2023-03-26,2933.97,Unpaid
682,682,2023-03-14,2023-04-10,848.99,Paid
683,683,2023-07-25,2023-11-02,3449.12,Overdue
684,684,2023-02-21,2023-01-28,4116.03,Unpaid
689,689,2023-06-16,2023-02-17,3386.99,Unpaid
690,690,2023-04-11,2023-05-02,3744.4,Unpaid
702,702,2023-06-02,2023-10-11,2595.07,Unpaid
706,706,2023-12-07,2023-08-08,2484.01,Unpaid
711,711,2023-11-16,2023-11-08,346.16,Paid
717,717,2023-01-05,2023-10-21,258.8,Overdue
718,718,2023-06-11,2023-03-16,2394.16,Paid
719,719,2023-02-12,2023-02-27,1765.05,Paid
722,722,2023-11-08,2023-06-08,1146.9,Paid
723,723,2023-11-23,2023-01-25,2649.82,Overdue
724,724,2023-01-11,2023-10-04,3198.15,Overdue
727,727,2023-01-14,2023-03-14,4946.72,Unpaid
732,732,2023-06-05,2023-03-10,4389.0,Paid
733,733,2023-06-05,2023-06-08,911.3,Overdue
740,740,2023-05-06,2023-09-27,2132.78,Unpaid
744,744,2023-07-11,2023-09-12,302.85,Overdue
749,749,2023-11-03,2023-02-02,2950.04,Unpaid
751,751,2023-05-24,2023-10-04,4644.2,Overdue
753,753,2023-03-16,2023-08-01,2942.43,Paid
759,759,2023-07-02,2023-05-22,1667.84,Paid
761,761,2023-03-13,2023-06-01,3757.85,Paid
763,763,2023-04-12,2023-03-23,2786.46,Paid
765,765,2023-11-27,2023-08-04,4236.35,Overdue
768,768,2023-08-06,2023-06-08,761.31,Overdue
774,774,2023-09-09,2023-10-12,4864.05,Paid
775,775,2023-04-27,2023-12-08,3730.04,Paid
776,776,2023-12-09,2023-10-14,4077.57,Overdue
777,777,2023-12-08,2023-03-23,2203.94,Overdue
780,780,2023-09-14,2023-12-24,3863.59,Paid
783,783,2023-06-12,2023-06-16,3858.26,Paid
784,784,2023-02-26,2023-02-25,4948.83,Unpaid
786,786,2023-05-20,2023-12-23,3465.78,Paid
787,787,2023-10-07,2023-09-12,1454.01,Paid
793,793,2023-06-16,2023-08-20,3673.87,Paid
794,794,2023-09-14,2023-06-21,155.73,Paid
796,796,2023-01-22,2023-01-07,464.69,Unpaid
801,801,2023-08-26,2023-10-02,4862.74,Paid
805,805,2023-06-05,2023-04-27,1115.43,Unpaid
809,809,2023-04-25,2023-02-15,2719.22,Overdue
810,810,2023-10-23,2023-02-11,961.6,Unpaid
812,812,2023-11-27,2023-09-08,487.45,Paid
815,815,2023-12-10,2023-02-16,4192.81,Unpaid
817,817,2023-07-07,2023-05-08,392.77,Overdue
818,818,2023-03-03,2023-06-19,1816.95,Overdue
825,825,2023-11-14,2023-11-11,351.83,Paid
827,827,2023-07-28,2023-03-01,106.54,Paid
834,834,2023-05-08,2023-06-10,4428.64,Paid
836,836,2023-03-27,2023-07-20,2048.94,Overdue
840,840,2023-02-02,2023-01-17,4914.77,Unpaid
841,841,2023-04-07,2023-12-28,2039.67,Overdue
842,842,2023-11-20,2023-11-09,1449.01,Overdue
846,846,2023-10-22,2023-03-24,4446.25,Paid
847,847,2023-09-04,2023-08-18,1359.01,Unpaid
850,850,2023-10-18,2023-12-14,1827.51,Paid
851,851,2023-04-18,2023-04-10,3931.77,Unpaid
855,855,2023-02-21,2023-09-17,832.66,Unpaid
858,858,2023-02-28,2023-06-20,4530.58,Unpaid
863,863,2023-01-13,2023-10-28,3152.8,Overdue
864,864,2023-07-13,2023-03-10,4909.09,Unpaid
865,865,2023-02-25,2023-09-26,2709.82,Unpaid
868,868,2023-08-23,2023-11-13,4496.15,Overdue
870,870,2023-11-18,2023-11-23,127.71,Paid
882,882,2023-01-09,2023-11-23,660.06,Paid
886,886,2023-03-07,2023-05-01,3466.93,Paid
887,887,2023-08-04,2023-07-07,4146.55,Unpaid
894,894,2023-10-22,2023-03-02,573.9,Unpaid
895,895,2023-03-12,2023-02-10,720.85,Overdue
899,899,2023-04-16,2023-05-01,1077.94,Unpaid
904,904,2023-02-09,2023-02-28,1202.63,Overdue
906,906,2023-08-03,2023-11-25,2468.86,Overdue
908,908,2023-04-10,2023-06-10,1351.49,Unpaid
915,915,2023-01-22,2023-12-17,2884.5,Overdue
916,916,2023-05-05,2023-05-15,4007.44,Overdue
937,937,2023-04-07,2023-04-04,278.77,Paid
939,939,2023-06-04,2023-09-01,486.83,Unpaid
940,940,2023-04-01,2023-02-25,2085.44,Unpaid
943,943,2023-07-09,2023-06-21,2707.3,Paid
944,944,2023-12-15,2023-02-20,2041.94,Paid
952,952,2023-11-05,2023-01-21,752.11,Unpaid
957,957,2023-12-24,2023-03-17,4574.31,Unpaid
958,958,2023-10-24,2023-07-08,1587.79,Overdue
964,964,2023-09-07,2023-11-13,3742.47,Unpaid
965,965,2023-08-08,2023-04-10,755.27,Paid
966,966,2023-07-26,2023-05-18,2502.53,Overdue
971,971,2023-07-21,2023-03-07,608.94,Unpaid
975,975,2023-05-17,2023-12-10,4994.07,Unpaid
977,977,2023-09-25,2023-09-03,238.66,Unpaid
978,978,2023-08-23,2023-09-05,1417.42,Overdue
996,996,2023-07-21,2023-01-14,2524.09,Paid
1000,1000,2023-12-26,2023-09-06,533.49,Paid
1001,1001,2023-02-19,2023-08-22,959.9,Paid
1004,1004,2023-06-20,2023-09-21,285.13,Paid
1005,1005,2023-04-22,2023-04-23,1894.48,Unpaid
1006,1006,2023-04-10,2023-08-04,4062.23,Unpaid
1010,1010,2023-04-23,2023-02-20,1852.13,Paid
1018,1018,2023-05-02,2023-05-26,4075.21,Paid
1019,1019,2023-07-13,2023-06-17,1942.06,Unpaid
1029,1029,2023-06-18,2023-10-26,2385.93,Unpaid
1038,1038,2023-03-24,2023-01-07,1414.24,Overdue
1039,1039,2023-11-18,2023-08-08,1472.09,Overdue
1040,1040,2023-10-09,2023-10-10,2329.04,Unpaid
1043,1043,2023-01-19,2023-04-21,1950.04,Unpaid
1046,1046,2023-12-01,2023-08-14,655.25,Paid
1047,1047,2023-06-09,2023-05-01,4821.84,Overdue
1049,1049,2023-10-23,2023-09-23,2146.59,Unpaid
1050,1050,2023-02-28,2023-03-28,2378.49,Overdue
1051,1051,2023-05-13,2023-05-18,500.3,Overdue
1053,1053,2023-12-19,2023-01-15,3857.41,Overdue
1061,1061,2023-02-22,2023-06-25,2440.13,Overdue
1062,1062,2023-11-26,2023-07-17,3536.36,Overdue
1063,1063,2023-05-15,2023-01-04,878.71,Paid
1067,1067,2023-07-24,2023-02-27,1741.7,Unpaid
1075,1075,2023-12-21,2023-06-26,2161.56,Paid
1076,1076,2023-06-18,2023-07-05,3662.21,Unpaid
1078,1078,2023-10-15,2023-03-10,2964.95,Unpaid
1079,1079,2023-04-20,2023-05-08,2829.74,Unpaid
1083,1083,2023-01-05,2023-10-12,725.24,Paid
1084,1084,2023-11-04,2023-10-05,4449.16,Overdue
1087,1087,2023-08-25,2023-11-24,3163.18,Unpaid
1091,1091,2023-07-17,2023-12-20,4198.8,Paid
1092,1092,2023-06-22,2023-01-17,3381.67,Paid
1093,1093,2023-10-14,2023-06-26,2626.51,Paid
1094,1094,2023-10-01,2023-01-17,2302.65,Overdue
1100,1100,2023-03-22,2023-03-23,53.57,Overdue
1103,1103,2023-08-09,2023-10-06,874.62,Unpaid
1104,1104,2023-11-14,2023-06-22,2043.3,Paid
1110,1110,2023-03-14,2023-11-21,1891.6,Unpaid
1120,1120,2023-06-06,2023-02-08,2262.52,Paid
1122,1122,2023-05-01,2023-04-01,4152.04,Paid
1123,1123,2023-09-27,2023-01-22,2493.08,Overdue
1125,1125,2023-01-17,2023-06-09,881.82,Overdue
1128,1128,2023-10-17,2023-09-23,4664.31,Unpaid
1129,1129,2023-12-09,2023-05-08,3949.65,Overdue
1131,1131,2023-02-01,2023-10-14,3565.7,Overdue
1133,1133,2023-05-16,2023-08-24,2648.33,Overdue
1135,1135,2023-04-05,2023-07-03,2312.18,Unpaid
1143,1143,2023-01-13,2023-10-11,4834.51,Overdue
1146,1146,2023-03-17,2023-10-08,4084.26,Paid
1147,1147,2023-02-05,2023-04-21,139.64,Overdue
1152,1152,2023-04-28,2023-08-07,4186.05,Unpaid
1156,1156,2023-01-27,2023-03-17,237.76,Paid
1161,1161,2023-09-27,2023-05-07,169.49,Paid
1165,1165,2023-10-18,2023-06-24,267.28,Paid
1166,1166,2023-09-22,2023-09-19,3111.18,Paid
1168,1168,2023-06-03,2023-10-14,4101.29,Paid
1169,1169,2023-09-28,2023-07-01,65.52,Unpaid
1170,1170,2023-02-11,2023-09-23,1536.28,Overdue
1171,1171,2023-06-13,2023-09-02,1868.11,Unpaid
1172,1172,2023-05-23,2023-05-27,1497.0,Overdue
1175,1175,2023-07-19,2023-03-25,626.51,Paid
1179,1179,2023-03-20,2023-02-27,3924.2,Paid
1180,1180,2023-09-27,2023-05-14,4824.23,Overdue
1183,1183,2023-08-11,2023-08-15,1279.07,Overdue
1187,1187,2023-10-14,2023-03-23,1118.2,Paid
1189,1189,2023-08-15,2023-10-08,174.66,Overdue
1192,1192,2023-07-01,2023-04-12,835.39,Paid
1197,1197,2023-03-07,2023-07-13,2040.69,Unpaid
1198,1198,2023-03-14,2023-07-04,736.33,Paid
1200,1200,2023-02-15,2023-06-01,1082.2,Unpaid
1204,1204,2023-02-08,2023-12-17,2182.77,Unpaid
1206,1206,2023-10-26,2023-10-10,2333.17,Paid
1211,1211,2023-10-14,2023-02-06,3335.05,Paid
1214,1214,2023-08-13,2023-01-05,4549.64,Paid
1224,1224,2023-03-01,2023-02-10,1334.85,Unpaid
1226,1226,2023-02-07,2023-08-06,4431.45,Paid
1227,1227,2023-08-25,2023-08-10,900.76,Unpaid
1229,1229,2023-05-19,2023-06-25,4832.05,Paid
1233,1233,2023-02-10,2023-12-20,2164.84,Paid
1237,1237,2023-06-02,2023-10-01,4130.88,Unpaid
1238,1238,2023-02-04,2023-05-04,3032.79,Unpaid
1242,1242,2023-07-13,2023-11-05,4333.95,Paid
1246,1246,2023-12-24,2023-11-28,4622.76,Paid
1247,1247,2023-04-17,2023-06-19,638.95,Paid
1250,1250,2023-01-13,2023-10-02,1424.72,Paid
1253,1253,2023-12-03,2023-11-05,3144.05,Unpaid
1255,1255,2023-10-22,2023-12-16,3736.48,Overdue
1259,1259,2023-08-02,2023-11-09,432.12,Paid
1260,1260,2023-02-21,2023-04-05,2797.37,Paid
1269,1269,2023-12-09,2023-06-16,3638.79,Overdue
1271,1271,2023-11-10,2023-07-22,4419.23,Overdue
1272,1272,2023-01-06,2023-09-08,1184.02,Unpaid
1274,1274,2023-07-14,2023-02-25,3024.56,Overdue
1276,1276,2023-09-14,2023-02-20,1507.61,Overdue
1278,1278,2023-12-17,2023-05-17,4505.32,Unpaid
1279,1279,2023-03-12,2023-04-26,1257.31,Unpaid
1284,1284,2023-02-05,2023-03-07,2139.5,Unpaid
1285,1285,2023-08-26,2023-11-16,4017.34,Unpaid
1287,1287,2023-11-11,2023-08-26,4807.27,Unpaid
1293,1293,2023-01-10,2023-01-15,1984.51,Unpaid
1297,1297,2023-10-06,2023-02-21,2694.33,Paid
1298,1298,2023-05-20,2023-12-18,3144.86,Unpaid
1299,1299,2023-10-20,2023-05-09,3857.19,Paid
1304,1304,2023-09-07,2023-07-27,4781.97,Paid
1312,1312,2023-10-12,2023-02-08,66.33,Paid
1314,1314,2023-03-14,2023-11-12,1765.19,Overdue
1317,1317,2023-10-03,2023-10-06,710.56,Overdue
1318,1318,2023-06-01,2023-03-26,675.27,Unpaid
1322,1322,2023-03-02,2023-09-24,1377.12,Paid
1324,1324,2023-12-16,2023-07-02,1610.71,Unpaid
1325,1325,2023-11-09,2023-08-16,3495.21,Paid
1326,1326,2023-02-01,2023-06-17,4070.82,Unpaid
1329,1329,2023-01-26,2023-06-27,470.9,Unpaid
1333,1333,2023-08-28,2023-12-24,1096.89,Overdue
1334,1334,2023-08-01,2023-09-16,1746.59,Overdue
1337,1337,2023-01-01,2023-10-07,4770.25,Paid
1340,1340,2023-10-07,2023-08-23,2906.82,Overdue
1342,1342,2023-05-28,2023-01-12,2626.68,Unpaid
1344,1344,2023-05-11,2023-02-07,1423.21,Overdue
1350,1350,2023-07-10,2023-01-15,2770.23,Paid
1352,1352,2023-08-14,2023-06-25,4142.47,Paid
1353,1353,2023-12-18,2023-05-23,4959.56,Paid
1358,1358,2023-07-08,2023-01-23,4741.75,Unpaid
1359,1359,2023-12-28,2023-01-25,4427.55,Paid
1361,1361,2023-04-05,2023-03-25,467.7,Overdue
1365,1365,2023-11-15,2023-03-25,776.26,Unpaid
1366,1366,2023-09-19,2023-07-08,901.78,Unpaid
1367,1367,2023-10-04,2023-11-14,1278.38,Unpaid
1370,1370,2023-01-27,2023-11-26,984.64,Paid
1376,1376,2023-12-12,2023-07-07,1433.77,Paid
1381,1381,2023-01-10,2023-05-15,2711.27,Unpaid
1384,1384,2023-09-24,2023-05-18,3318.08,Paid
1386,1386,2023-02-08,2023-02-14,4167.84,Paid
1393,1393,2023-07-26,2023-11-17,169.23,Unpaid
1394,1394,2023-09-15,2023-07-14,1693.91,Unpaid
1397,1397,2023-12-22,2023-06-21,2662.08,Overdue
1402,1402,2023-07-08,2023-11-13,3412.54,Unpaid
1405,1405,2023-10-20,2023-07-06,4120.94,Overdue
1410,1410,2023-07-17,2023-12-23,4178.45,Paid
1416,1416,2023-06-03,2023-02-11,3356.16,Paid
1420,1420,2023-05-20,2023-07-24,1610.51,Overdue
1422,1422,2023-07-06,2023-06-05,3271.28,Paid
1427,1427,2023-08-11,2023-07-14,3903.6,Unpaid
1430,1430,2023-12-11,2023-05-25,3325.11,Overdue
1434,1434,2023-12-01,2023-08-24,2651.32,Overdue
1437,1437,2023-02-04,2023-05-27,1252.74,Unpaid
1438,1438,2023-10-28,2023-12-17,3152.08,Overdue
1439,1439,2023-05-02,2023-02-10,3995.72,Paid
1440,1440,2023-06-14,2023-04-24,1756.65,Unpaid
1442,1442,2023-05-16,2023-12-11,3097.15,Paid
1444,1444,2023-03-23,2023-09-25,713.43,Unpaid
1448,1448,2023-02-17,2023-11-19,3580.64,Overdue
1467,1467,2023-10-08,2023-04-23,3249.38,Overdue
1469,1469,2023-12-26,2023-03-13,794.11,Unpaid
1473,1473,2023-09-20,2023-11-12,4303.45,Overdue
1480,1480,2023-02-13,2023-10-18,4865.11,Unpaid
1481,1481,2023-02-28,2023-02-21,1157.81,Unpaid
1483,1483,2023-10-18,2023-12-03,347.34,Overdue
1486,1486,2023-11-10,2023-08-19,4699.37,Paid
1499,1499,2023-01-22,2023-12-16,4239.08,Unpaid
1501,1501,2023-11-15,2023-07-18,2430.79,Paid
1505,1505,2023-12-01,2023-11-07,869.22,Paid
1508,1508,2023-12-19,2023-10-20,2123.27,Overdue
1512,1512,2023-06-06,2023-02-12,3106.23,Overdue
1517,1517,2023-08-15,2023-07-09,1516.95,Paid
1521,1521,2023-04-05,2023-02-25,1451.58,Paid
1523,1523,2023-02-02,2023-10-15,645.7,Overdue
1527,1527,2023-09-15,2023-08-21,2140.63,Unpaid
1529,1529,2023-01-12,2023-05-14,2705.72,Paid
1536,1536,2023-12-04,2023-07-10,714.61,Overdue
1537,1537,2023-05-05,2023-07-18,4360.96,Unpaid
1539,1539,2023-05-09,2023-03-10,4975.49,Paid
1541,1541,2023-05-21,2023-11-13,3033.16,Overdue
1547,1547,2023-01-24,2023-02-04,566.81,Paid
1550,1550,2023-11-23,2023-05-26,1604.22,Unpaid
1552,1552,2023-08-25,2023-04-13,4239.48,Overdue
1555,1555,2023-02-14,2023-01-06,243.12,Unpaid
1556,1556,2023-05-08,2023-12-15,3783.04,Overdue
1557,1557,2023-08-05,2023-04-18,1659.77,Paid
1560,1560,2023-06-26,2023-06-17,2044.16,Unpaid
1564,1564,2023-06-13,2023-10-10,1547.01,Paid
1566,1566,2023-12-24,2023-10-27,1244.13,Paid
1579,1579,2023-09-03,2023-05-04,829.06,Paid
1580,1580,2023-10-02,2023-01-23,135.76,Overdue
1581,1581,2023-09-17,2023-08-27,1717.95,Overdue
1586,1586,2023-03-16,2023-05-25,4135.68,Paid
1589,1589,2023-04-20,2023-06-02,4729.04,Unpaid
1590,1590,2023-06-18,2023-06-16,2206.21,Paid
1591,1591,2023-07-05,2023-11-28,4802.02,Paid
